original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance
3,15,0.47,0.901118,0.49,0.852345,0.67,0.10666,0.69,0.0702925,0.4704584503721321,0.6736626108475975,0.2032041604754654
3,16,0.47,0.939074,0.49,0.896134,0.67,0.128808,0.69,0.0854379,0.48819934792734043,0.6832847284188877,0.19508538049154722
3,17,0.49,0.942778,0.51,0.884951,0.69,0.128081,0.71,0.0980288,0.504795164888374,0.7086881492869074,0.20389298439853343
3,18,0.51,0.939311,0.53,0.888181,0.71,0.124802,0.73,0.0835202,0.5253768824564835,0.7220159489169561,0.19663906646047258
3,19,0.53,0.930493,0.55,0.877358,0.73,0.103575,0.75,0.0783699,0.54147755716571,0.7328367274876909,0.1913591703219809
3,20,0.55,0.929774,0.57,0.87341,0.75,0.103854,0.77,0.0706138,0.5605648995812931,0.75231887894778,0.19175397936648697
3,21,0.57,0.937388,0.59,0.877502,0.77,0.115529,0.79,0.0764103,0.5824863908092041,0.777939425389903,0.19545303458069896
3,22,0.59,0.930975,0.61,0.86831,0.79,0.111543,0.81,0.0696517,0.5998859012207771,0.7955109294770036,0.19562502825622652
3,23,0.61,0.909308,0.63,0.854143,0.81,0.103945,0.83,0.0837412,0.6133746034623402,0.8139052059513557,0.20053060248901555
3,24,0.63,0.91845,0.65,0.850548,0.81,0.145392,0.83,0.0963046,0.635434302376955,0.8284943590412204,0.1930600566642654
3,25,0.63,0.938879,0.65,0.896367,0.83,0.118201,0.85,0.0809803,0.6482908355287919,0.8397800417509611,0.19148920622216925
3,26,0.65,0.942646,0.67,0.880187,0.85,0.122449,0.87,0.0783798,0.6636556781248499,0.8601880678569159,0.196532389732066
3,27,0.67,0.939716,0.69,0.877408,0.87,0.120928,0.89,0.0740927,0.6827482827245298,0.8789368489152413,0.19618856619071146
3,28,0.69,0.92697,0.71,0.884507,0.89,0.102941,0.91,0.0828283,0.7027028236346937,0.892924520327952,0.19022169669325828
4,1,0.21,0.92654,0.23,0.870012,0.41,0.100318,0.43,0.0675127,0.21939003679592414,0.4101938711122898,0.19080383431636563
4,2,0.23,0.917919,0.25,0.879187,0.43,0.105458,0.45,0.0669758,0.23925281421047198,0.4328366361590553,0.19358382194858334
4,3,0.25,0.904206,0.27,0.847913,0.45,0.101558,0.47,0.0609027,0.2514943243387277,0.4507664437355031,0.19927211939677542
4,4,0.27,0.907518,0.29,0.843183,0.45,0.12623,0.47,0.0861244,0.27233714152483096,0.46308046756562676,0.1907433260407958
4,5,0.29,0.913194,0.31,0.832936,0.47,0.111863,0.49,0.0770065,0.29328789653367887,0.4768067648788604,0.18351886834518155
4,6,0.29,0.935754,0.31,0.889655,0.49,0.117455,0.51,0.0805018,0.30551183322848646,0.4994470844202938,0.19393525119180732
4,7,0.31,0.927496,0.33,0.886922,0.51,0.117102,0.53,0.0755113,0.32355350717208065,0.5182239539127738,0.19467044674069311
4,8,0.33,0.921885,0.35,0.889964,0.53,0.113578,0.55,0.069912,0.34371197644184076,0.5362190262446755,0.19250704980283478
4,9,0.35,0.920407,0.37,0.880148,0.55,0.110196,0.57,0.0657203,0.3601378573735065,0.5545849756158981,0.19444711824239164
4,10,0.37,0.92515,0.39,0.855394,0.57,0.100203,0.59,0.0610329,0.377210849245943,0.5701036504885103,0.1928928012425673
4,11,0.39,0.905097,0.41,0.856315,0.59,0.105882,0.61,0.0640041,0.3920897052191382,0.5928091188908708,0.20071941367173263
4,12,0.39,0.937743,0.41,0.890533,0.59,0.121178,0.61,0.0855473,0.405989409023512,0.6018875015085305,0.19589809248501855
4,13,0.41,0.939428,0.43,0.888702,0.61,0.12336,0.63,0.0791485,0.4255454796356897,0.6205673863135157,0.19502190667782598
4,14,0.43,0.929845,0.45,0.890579,0.63,0.134032,0.65,0.0849315,0.44520144654408395,0.6438621806295252,0.19866073408544122
4,15,0.45,0.920763,0.47,0.880799,0.65,0.118321,0.67,0.0913361,0.46039085176658995,0.6635787051276826,0.20318785336109263
4,16,0.47,0.927176,0.49,0.858598,0.67,0.126064,0.69,0.0838294,0.47792557379917755,0.6823424869656632,0.2044169131664857
4,17,0.49,0.90791,0.51,0.863584,0.69,0.116062,0.71,0.0808301,0.4935690114154221,0.6991178732909664,0.20554886187554433
4,18,0.51,0.908877,0.53,0.850638,0.71,0.11389,0.73,0.0883745,0.5130484726729512,0.7208874997550508,0.20783902708209967
4,19,0.51,0.937709,0.53,0.893541,0.73,0.108851,0.75,0.0773391,0.5270752581054157,0.7356175603502169,0.2085423022448012
4,20,0.53,0.947181,0.55,0.893668,0.73,0.137433,0.75,0.0943497,0.5476334722403902,0.7473770347211101,0.1997435624807199
4,21,0.55,0.94749,0.57,0.88693,0.77,0.102123,0.79,0.06875,0.5656836195508587,0.7712722859796842,0.20558866642882556
4,22,0.57,0.949772,0.59,0.887839,0.77,0.136482,0.79,0.0857438,0.5860728529217056,0.7843804864973531,0.1983076335756475
4,23,0.59,0.93518,0.61,0.88,0.79,0.127603,0.81,0.0862069,0.6027509967379485,0.8033360389022155,0.20058504216426698
4,24,0.61,0.93617,0.63,0.858354,0.81,0.11774,0.83,0.087941,0.6192962886809911,0.8219064398134166,0.20261015113242553
4,25,0.63,0.9092,0.65,0.857399,0.83,0.116571,0.85,0.0755602,0.6335520549796336,0.8380812859051762,0.20452923092554254
4,26,0.65,0.903016,0.67,0.82785,0.85,0.102459,0.87,0.0615305,0.6508024904877205,0.8512016076816887,0.2003991171939682
4,27,0.65,0.936374,0.67,0.899002,0.85,0.137234,0.87,0.09453,0.6694659103071818,0.8674381790932933,0.19797226878611152
4,28,0.67,0.940334,0.69,0.893832,0.87,0.121798,0.89,0.088739,0.6873472108726506,0.883187331740222,0.1958401208675714
4,29,0.69,0.945093,0.71,0.896635,0.89,0.129082,0.91,0.0837513,0.7086111684345205,0.9028310394500857,0.19421987101556515
