"drive","beta","speed","suppressed","gens_till_suppression","chased","gens_till_chasing","average_nondrive_GC","variance_in_nondrive_GC","average_overall_GC","variance_in_overall_GC","average_popsize_during_chase","variance_in_popsize_during_chase","duration_of_chase","drive_loss","gens_till_drive_loss","equilibrium_state","gens_till_equilibrium_state","simulation_stopped_after_1000_gens","rate_of_drive_after_1000_gens","r1_resistance_formed","gens_till_r1_resistance_formed","average_number_of_fertile_females_during_chase","long_term_chase","drive_loss_with_chase","drive_loss_without_chase","outcome"
"zpg",10,0.0307,0,10000,1,79,0.000524916,4.46e-07,1.36e-05,4.13e-09,56186.79417,3132576.962,3089,0,10000,0,10000,1,0.650006,0,10000,11039.31982,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,80,0.000532235,3.6e-07,1.24e-05,2.45e-09,56161.04118,1863200.178,3088,0,10000,0,10000,1,0.664342,0,10000,10942.66965,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,89,0.000524378,3.15e-07,1.12e-05,1.95e-09,56197.17333,1288614.74,3079,0,10000,0,10000,1,0.674139,0,10000,10942.6845,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,73,0.000559014,6.05e-07,1.63e-05,6.59e-09,56159.64672,2195213.456,3095,0,10000,0,10000,1,0.634555,0,10000,11026.64045,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,79,0.000518318,2.3e-07,1.29e-05,2.48e-09,56195.63533,2313448.957,3089,0,10000,0,10000,1,0.644864,0,10000,11008.0067,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,83,0.000502558,3.62e-07,1.39e-05,4.56e-09,56192.90328,2445806.746,3085,0,10000,0,10000,1,0.686818,0,10000,10979.18164,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,82,0.000518622,2.47e-07,1.21e-05,2.66e-09,56220.80694,1907229.425,3086,0,10000,0,10000,1,0.674367,0,10000,11034.84989,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,79,0.000521426,2.02e-07,1.19e-05,1.97e-09,56195.47553,1839230.805,3089,0,10000,0,10000,1,0.670946,0,10000,10984.47621,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,77,0.000525045,1.73e-07,1.12e-05,1.18e-09,56223.26336,1649304.212,3091,0,10000,0,10000,1,0.644233,0,10000,11044.86886,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,85,0.000513728,1.96e-07,1.15e-05,2e-09,56196.40273,1822756.97,3083,0,10000,0,10000,1,0.643153,0,10000,10988.67136,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,74,0.000510344,3.2e-07,1.2e-05,3.02e-09,56228.13042,1882234.065,3094,0,10000,0,10000,1,0.627145,0,10000,11062.14782,1,0,0,"Long term chasing"
"zpg",10,0.0307,0,10000,1,73,0.000503441,1.83e-07,1.01e-05,9.08e-10,56244.86477,1550766.326,3095,0,10000,0,10000,1,0.65402,0,10000,11061.18483,1,0,0,"Long term chasing"
