Number,DRIVE_EFFICIENCY,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
11,0.55,9,0.433404,10,0.522727,9.745563853,26,0.468354,27,0.535104,26.47409738,17,16.72853353
12,0.55,9,0.410609,10,0.538752,9.697587851,26,0.472549,27,0.56262,26.30477068,17,16.60718283
13,0.55,9,0.477927,10,0.521368,9.508114454,26,0.490605,27,0.610465,26.07838311,17,16.57026866
14,0.55,9,0.476861,10,0.542194,9.354170174,28,0.488584,29,0.623506,28.08461185,19,18.73044168
15,0.55,8,0.448692,9,0.552124,8.496055379,26,0.484009,27,0.547046,26.25367641,18,17.75762103
16,0.55,8,0.467456,9,0.525751,8.558264002,25,0.424812,26,0.501984,25.97429119,17,17.41602719
17,0.55,10,0.443723,11,0.520492,10.73306934,26,0.4862,27,0.577167,26.15170336,16,15.41863403
18,0.55,10,0.458599,11,0.551985,10.44333198,29,0.491667,30,0.614737,29.06770943,19,18.62437746
19,0.55,10,0.458167,11,0.513131,10.76109817,28,0.46383,29,0.583333,28.30267023,18,17.54157205
0,0.55,10,0.439703,11,0.53144,10.65728114,27,0.466667,28,0.549894,27.40050705,17,16.74322591
1,0.55,9,0.457701,10,0.581349,9.342092068,27,0.426724,28,0.51938,27.79083923,18,18.44874717
2,0.55,9,0.431866,10,0.540206,9.62889053,27,0.468254,28,0.523327,27.57643491,18,17.94754438
3,0.55,10,0.417191,11,0.510549,10.88700486,26,0.450943,27,0.524752,26.66464794,16,15.77764308
