Number,GROWTH,MUTLIPLIER,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
5,3.5,0.8,12,0.47351,13,0.552846,12.33389634,29,0.428281,30,0.533716,29.68022004,17,17.3463237
6,3.5,0.8,11,0.477236,12,0.540196,11.3615629,27,0.487555,28,0.654514,27.07453926,16,15.71297636
7,3.5,0.8,12,0.404486,13,0.519608,12.82967634,28,0.491242,29,0.585577,28.09283935,16,15.26316301
8,3.5,0.8,13,0.482114,14,0.581531,13.17990887,30,0.462423,31,0.542079,30.47174099,17,17.29183212
9,3.5,0.8,12,0.497703,13,0.65,12.01508237,28,0.421583,29,0.5,29,16,16.98491763
10,3.5,0.8,12,0.442192,13,0.512903,12.81752485,28,0.469388,29,0.556507,28.35138144,16,15.53385659
11,3.5,0.8,12,0.47812,13,0.582024,12.210579,29,0.451027,30,0.558065,29.4575291,17,17.24695011
12,3.5,0.8,12,0.478992,13,0.567219,12.23811305,30,0.45969,31,0.533915,30.54307848,18,18.30496543
13,3.5,0.8,11,0.403561,12,0.527409,11.77868839,29,0.449275,30,0.547115,29.51844849,18,17.7397601
14,3.5,0.8,11,0.456371,12,0.518851,11.69828745,30,0.467181,31,0.530593,30.51755188,19,18.81926443
15,3.5,0.8,11,0.454345,12,0.554649,11.45516629,29,0.479066,30,0.551802,29.28780796,18,17.83264167
16,3.5,0.8,12,0.464392,13,0.566254,12.34957099,30,0.458398,31,0.539263,30.51446238,18,18.16489139
17,3.5,0.8,11,0.41763,12,0.511925,11.87353518,26,0.463097,27,0.516155,26.69552188,15,14.8219867
18,3.5,0.8,13,0.487479,14,0.577601,13.13893389,27,0.405983,28,0.506034,27.93969076,14,14.80075687
19,3.5,0.8,12,0.453966,13,0.528788,12.61524685,28,0.445604,29,0.505443,28.90903926,16,16.2937924
0,3.5,0.85,12,0.484091,13,0.541315,12.27801272,28,0.428375,29,0.525954,28.73402064,16,16.45600792
1,3.5,0.85,10,0.416552,11,0.560902,10.57809491,25,0.412117,26,0.520579,25.81026535,15,15.23217044
2,3.5,0.85,11,0.476112,12,0.541121,11.36745681,28,0.495522,29,0.573937,28.05710642,17,16.68964961
3,3.5,0.85,11,0.436055,12,0.55124,11.55515041,26,0.467672,27,0.509288,26.77681661,15,15.2216662
4,3.5,0.85,12,0.459596,13,0.575419,12.34884263,28,0.434343,29,0.534073,28.65834754,16,16.30950491
5,3.5,0.85,11,0.401797,12,0.52381,11.80485686,27,0.455738,28,0.574818,27.3716997,16,15.56684284
6,3.5,0.85,11,0.4125,12,0.507463,11.9214115,28,0.443338,29,0.512235,28.82241607,17,16.90100457
7,3.5,0.85,12,0.443624,13,0.526961,12.67648223,29,0.477997,30,0.538168,29.36567449,17,16.68919226
8,3.5,0.85,12,0.474747,13,0.57655,12.24805752,27,0.468,28,0.554074,27.37177313,15,15.1237156
9,3.5,0.85,11,0.438967,12,0.545524,11.57277326,27,0.448697,28,0.511607,27.81549833,16,16.24272507
10,3.5,0.85,10,0.393325,11,0.503008,10.97257551,29,0.456667,30,0.501919,29.95759303,19,18.98501752
11,3.5,0.85,11,0.434884,12,0.525984,11.71477497,26,0.438547,27,0.529365,26.67666101,15,14.96188604
12,3.5,0.85,11,0.461314,12,0.501838,11.95464416,28,0.487199,29,0.604274,28.10934017,17,16.15469601
13,3.5,0.85,12,0.479027,13,0.548173,12.30331473,28,0.460033,29,0.52994,28.57171671,16,16.26840198
14,3.5,0.85,11,0.463281,12,0.517483,11.67744733,27,0.414402,28,0.536827,27.69918726,16,16.02173993
15,3.5,0.85,11,0.444822,12,0.553448,11.5079631,27,0.440209,28,0.527397,27.68577098,16,16.17780787
16,3.5,0.85,11,0.432927,12,0.532801,11.67157619,29,0.457211,30,0.582192,29.34236404,18,17.67078785
17,3.5,0.85,11,0.470544,12,0.546926,11.3856406,27,0.462766,28,0.560688,27.38024142,16,15.99460082
18,3.5,0.85,12,0.467504,13,0.545455,12.41687727,29,0.457511,30,0.586453,29.32952025,17,16.91264298
19,3.5,0.85,11,0.477134,12,0.522222,11.50714159,28,0.453081,29,0.568447,28.40669695,17,16.89955536
0,3.5,0.9,11,0.437588,12,0.504545,11.93212061,27,0.482169,28,0.502722,27.86756191,16,15.9354413
1,3.5,0.9,10,0.429587,11,0.522727,10.75599098,27,0.461234,28,0.525755,27.60082764,17,16.84483666
2,3.5,0.9,12,0.481354,13,0.591216,12.16972201,28,0.429764,29,0.542878,28.6209311,16,16.45120908
3,3.5,0.9,10,0.450893,11,0.551643,10.48741439,26,0.432568,27,0.527138,26.71303796,16,16.22562357
4,3.5,0.9,12,0.498544,13,0.583493,12.0171397,26,0.452599,27,0.52758,26.63217348,14,14.61503379
5,3.5,0.9,11,0.392911,12,0.500803,11.99255737,26,0.469198,27,0.549759,26.38234381,15,14.38978644
6,3.5,0.9,11,0.479239,12,0.541958,11.33101612,27,0.459239,28,0.564489,27.38727791,16,16.05626179
7,3.5,0.9,10,0.463235,11,0.566726,10.35524828,26,0.485452,27,0.561404,26.19154203,16,15.83629374
8,3.5,0.9,12,0.489198,13,0.538917,12.21726101,27,0.473485,28,0.502762,27.90565973,15,15.68839873
9,3.5,0.9,11,0.488976,12,0.583333,11.11683288,28,0.448697,29,0.578544,28.39510347,17,17.27827059
10,3.5,0.9,11,0.461593,12,0.52623,11.59419528,28,0.423077,29,0.528205,28.73170801,17,17.13751274
11,3.5,0.9,11,0.458978,12,0.564081,11.39030285,27,0.453074,28,0.522989,27.67118644,16,16.28088359
12,3.5,0.9,12,0.498647,13,0.554078,12.02440872,28,0.484783,29,0.548469,28.23893791,16,16.21452919
13,3.5,0.9,11,0.459441,12,0.551242,11.44181436,26,0.449934,27,0.570853,26.41404577,15,14.97223141
14,3.5,0.9,12,0.481833,13,0.530899,12.37025639,28,0.446198,29,0.502674,28.95265245,16,16.58239606
15,3.5,0.9,11,0.481707,12,0.518797,11.49320572,26,0.467742,27,0.509091,26.78013979,15,15.28693407
16,3.5,0.9,10,0.408232,11,0.51108,10.8922682,28,0.472701,29,0.550394,28.35137014,18,17.45910193
17,3.5,0.9,11,0.464876,12,0.574841,11.31941072,26,0.466165,27,0.584699,26.28544553,15,14.9660348
18,3.5,0.9,10,0.465672,11,0.539613,10.46426205,26,0.478689,27,0.526496,26.44577154,16,15.98150949
19,3.5,0.9,12,0.493659,13,0.588889,12.06658616,26,0.406555,27,0.503008,26.96881383,14,14.90222767
0,3.5,0.95,11,0.497561,12,0.585502,11.0277345,29,0.49386,30,0.606383,29.05456662,18,18.02683212
1,3.5,0.95,10,0.472424,11,0.550159,10.35474368,28,0.473602,29,0.566243,28.28494943,18,17.93020575
2,3.5,0.95,11,0.465997,12,0.516267,11.6764074,27,0.497645,28,0.590753,27.02529321,16,15.34888581
3,3.5,0.95,11,0.490015,12,0.560788,11.14108488,25,0.425926,26,0.505983,25.92526575,14,14.78418087
4,3.5,0.95,11,0.439234,12,0.568362,11.47058732,26,0.48688,27,0.564677,26.16864404,15,14.69805671
5,3.5,0.95,10,0.428571,11,0.521776,10.76636447,26,0.499241,27,0.564298,26.01166669,16,15.24530223
6,3.5,0.95,10,0.426047,11,0.508871,10.89289336,26,0.4613,27,0.515249,26.71734416,16,15.82445079
7,3.5,0.95,11,0.4689,12,0.542266,11.42390208,23,0.450437,24,0.519492,23.71773224,12,12.29383016
8,3.5,0.95,11,0.489292,12,0.577309,11.12165832,26,0.464678,27,0.551303,26.40775758,15,15.28609926
9,3.5,0.95,10,0.491888,11,0.576042,10.0963947,25,0.43921,26,0.502712,25.95729268,15,15.86089798
10,3.5,0.95,11,0.463836,12,0.602439,11.26091787,26,0.461221,27,0.515845,26.70992604,15,15.44900817
11,3.5,0.95,10,0.474016,11,0.602888,10.20162642,25,0.445761,26,0.536776,25.59593474,15,15.39430832
12,3.5,0.95,10,0.466814,11,0.571429,10.31722028,27,0.496937,28,0.527778,27.09931585,17,16.78209556
13,3.5,0.95,11,0.464502,12,0.580247,11.30669143,26,0.49916,27,0.589744,26.00927316,15,14.70258173
14,3.5,0.95,12,0.4975,13,0.546053,12.05149012,27,0.424427,28,0.528391,27.72691509,15,15.67542496
15,3.5,0.95,10,0.477496,11,0.544872,10.33400617,26,0.497475,27,0.503138,26.44587674,16,16.11187057
16,3.5,0.95,11,0.44,12,0.539735,11.60159422,26,0.497774,27,0.599206,26.02194574,15,14.42035151
17,3.5,0.95,11,0.483728,12,0.619637,11.11972717,26,0.432792,27,0.520611,26.76530136,15,15.64557419
18,3.5,0.95,10,0.480548,11,0.588022,10.18099261,24,0.465543,25,0.539936,24.4631753,14,14.28218269
19,3.5,0.95,10,0.393352,11,0.517941,10.85599852,27,0.476153,28,0.549057,27.32710139,17,16.47110287
0,3.5,1,11,0.440972,12,0.524181,11.70939442,26,0.465955,27,0.581792,26.29390437,15,14.58450995
1,3.5,1,10,0.461702,11,0.5209,10.64694753,25,0.482353,26,0.545763,25.27829995,15,14.63135242
2,3.5,1,11,0.481387,12,0.568662,11.2132684,26,0.41202,27,0.516773,26.83988048,15,15.62661208
3,3.5,1,10,0.394337,11,0.50142,10.98673926,25,0.455671,26,0.574554,25.37287922,15,14.38613996
4,3.5,1,12,0.485124,13,0.582765,12.15235403,25,0.417375,26,0.528682,25.7423163,13,13.58996226
5,3.5,1,10,0.422256,11,0.547112,10.62266932,24,0.459909,25,0.560653,24.39794926,14,13.77527994
6,3.5,1,9,0.42791,10,0.50873,9.891982183,24,0.380058,25,0.506579,24.94800073,15,15.05601854
7,3.5,1,10,0.454341,11,0.565428,10.41102019,25,0.396846,26,0.516962,25.85878651,15,15.44776631
8,3.5,1,11,0.479367,12,0.582532,11.2,25,0.48243,26,0.58467,25.17185055,14,13.97185055
9,3.5,1,11,0.498358,12,0.552583,11.03028124,24,0.439058,25,0.534072,24.64140021,13,13.61111898
10,3.5,1,9,0.449857,10,0.557596,9.465411782,26,0.492264,27,0.589539,26.07952711,17,16.61411533
11,3.5,1,10,0.441395,11,0.533214,10.63826659,25,0.458874,26,0.542857,25.48969434,15,14.85142775
12,3.5,1,10,0.452239,11,0.520942,10.69518071,24,0.42027,25,0.503731,24.95529649,14,14.26011578
13,3.5,1,10,0.479442,11,0.576033,10.21283556,26,0.460648,27,0.52253,26.63591998,16,16.42308441
14,3.5,1,10,0.402817,11,0.535036,10.73501539,24,0.444609,25,0.536379,24.60358505,14,13.86856966
15,3.5,1,11,0.455072,12,0.550514,11.47073615,27,0.499256,28,0.552585,27.01395113,16,15.54321498
16,3.5,1,12,0.476935,13,0.554856,12.29600493,28,0.441985,29,0.55915,28.4951564,16,16.19915148
17,3.5,1,11,0.426174,12,0.547297,11.60951264,26,0.486787,27,0.547703,26.21690525,15,14.6073926
18,3.5,1,10,0.494602,11,0.587748,10.05795203,25,0.458217,26,0.558923,25.4149008,15,15.35694877
19,3.5,1,10,0.470046,11,0.563752,10.31965936,25,0.439729,26,0.542373,25.58718483,15,15.26752547
0,4,0.5,15,0.454073,16,0.550476,15.47640634,36,0.420056,37,0.516254,36.83103599,21,21.35462965
1,4,0.5,13,0.436609,14,0.504008,13.94053324,38,0.479263,39,0.53619,38.36427354,25,24.4237403
2,4,0.5,14,0.449695,15,0.504505,14.91780697,38,0.47079,39,0.606822,38.21472889,24,23.29692192
3,4,0.5,13,0.480226,14,0.52381,13.4536986,36,0.396373,37,0.506034,36.94497588,23,23.49127728
4,4,0.5,15,0.482085,16,0.502517,15.87681088,36,0.468511,37,0.551259,36.38054092,21,20.50373003
5,4,0.5,15,0.482143,16,0.55746,15.23709123,35,0.436097,36,0.511472,35.847801,20,20.61070977
6,4,0.5,16,0.476274,17,0.555178,16.30069451,35,0.481918,36,0.514231,35.55958902,19,19.25889451
7,4,0.5,14,0.472759,15,0.564484,14.29698555,35,0.49684,36,0.528757,35.0990068,21,20.80202124
8,4,0.5,14,0.463757,15,0.518644,14.66032029,38,0.475469,39,0.503565,38.87311361,24,24.21279332
9,4,0.5,15,0.422374,16,0.514158,15.84574654,38,0.479346,39,0.545956,38.31007356,23,22.46432703
10,4,0.5,15,0.496377,16,0.503521,15.50713886,38,0.457207,39,0.593525,38.31392039,23,22.80678153
11,4,0.5,14,0.435484,15,0.513158,14.83059969,35,0.457166,36,0.518234,35.70141482,21,20.87081513
12,4,0.5,16,0.448494,17,0.511006,16.8239378,37,0.495888,38,0.615843,37.03427952,21,20.21034172
13,4,0.5,14,0.461887,15,0.513308,14.74119523,36,0.447541,37,0.507092,36.8809088,22,22.13971357
14,4,0.5,15,0.486351,16,0.528418,15.3244586,37,0.489147,38,0.594937,37.10259004,22,21.77813144
15,4,0.5,15,0.496136,16,0.57743,15.04753118,37,0.492913,38,0.537459,37.15909397,22,22.11156279
16,4,0.5,14,0.438017,15,0.534923,14.63961984,32,0.437186,33,0.515674,32.80030068,18,18.16068085
17,4,0.5,17,0.47561,18,0.52877,17.45880361,37,0.435075,38,0.543116,37.60092928,20,20.14212567
18,4,0.5,15,0.498195,16,0.548904,15.03559526,36,0.442584,37,0.504847,36.9221528,21,21.88655754
19,4,0.5,14,0.409286,15,0.506441,14.93370388,35,0.483221,36,0.551793,35.24469171,21,20.31098784
0,4,0.55,14,0.456522,15,0.5477,14.47684749,33,0.483949,34,0.581688,33.16422308,19,18.6873756
1,4,0.55,13,0.430714,14,0.517161,13.8014853,31,0.474777,32,0.524482,31.50745398,18,17.70596868
2,4,0.55,14,0.466503,15,0.578254,14.29974676,34,0.452846,35,0.509213,34.8365533,20,20.53680654
3,4,0.55,13,0.440225,14,0.538336,13.6092589,35,0.433333,36,0.533628,35.66470911,22,22.05545021
4,4,0.55,14,0.483333,15,0.518868,14.46903053,36,0.477238,37,0.513972,36.61964393,22,22.15061339
5,4,0.55,14,0.463415,15,0.534549,14.51431102,33,0.46719,34,0.53259,33.50168196,19,18.98737094
6,4,0.55,14,0.431287,15,0.51157,14.85588481,34,0.413505,35,0.501623,34.98158152,20,20.12569671
7,4,0.55,16,0.486559,17,0.564718,16.17196996,33,0.492467,34,0.527397,33.21565989,17,17.04368993
8,4,0.55,15,0.498047,16,0.539522,15.04708861,34,0.485905,35,0.586653,34.13990352,19,19.09281491
9,4,0.55,15,0.494434,16,0.553073,15.09491976,37,0.422238,38,0.537225,37.67626775,22,22.58134799
10,4,0.55,16,0.495895,17,0.563055,16.06112269,33,0.455838,34,0.511706,33.79047039,17,17.7293477
11,4,0.55,14,0.431419,15,0.535881,14.65651625,33,0.422006,34,0.58529,33.47765856,19,18.82114231
12,4,0.55,13,0.495798,14,0.541822,13.09130019,31,0.442188,32,0.510536,31.84584772,18,18.75454753
13,4,0.55,14,0.462598,15,0.526016,14.58976947,35,0.465347,36,0.582226,35.29648611,21,20.70671664
14,4,0.55,14,0.453833,15,0.532847,14.58428886,37,0.484127,38,0.528045,37.36142356,23,22.7771347
15,4,0.55,14,0.472644,15,0.564626,14.29740601,34,0.495582,35,0.586234,34.04873582,20,19.75132981
16,4,0.55,15,0.494297,16,0.56106,15.08542157,37,0.454701,38,0.500876,37.9810287,22,22.89560713
17,4,0.55,16,0.471564,17,0.553415,16.34741176,34,0.461111,35,0.5,35,18,18.65258824
18,4,0.55,15,0.477486,16,0.560396,15.27154746,34,0.473554,35,0.568027,34.27993183,19,19.00838437
19,4,0.55,14,0.472269,15,0.579235,14.2592506,34,0.426606,35,0.513754,34.84217653,20,20.58292592
0,4,0.6,12,0.440096,13,0.511981,12.83333101,30,0.440029,31,0.548841,30.55114326,18,17.71781224
1,4,0.6,13,0.464404,14,0.550532,13.41329184,31,0.473638,32,0.538339,31.40744347,18,17.99415163
2,4,0.6,13,0.423692,14,0.528179,13.73031095,33,0.463811,34,0.53286,33.52410607,20,19.79379512
3,4,0.6,13,0.461967,14,0.551376,13.42538223,33,0.416329,34,0.504839,33.94532821,20,20.51994598
4,4,0.6,13,0.49613,14,0.578558,13.04695007,36,0.467868,37,0.533824,36.48717327,23,23.4402232
5,4,0.6,13,0.467239,14,0.514787,13.689009,31,0.442748,32,0.507587,31.88298709,18,18.19397809
6,4,0.6,12,0.410574,13,0.514116,12.86366885,32,0.434992,33,0.521576,32.75080846,20,19.88713961
7,4,0.6,13,0.474674,14,0.516904,13.59971584,32,0.443333,33,0.525847,32.68675619,19,19.08704035
8,4,0.6,13,0.447857,14,0.558099,13.4729867,35,0.431129,36,0.506107,35.91854944,22,22.44556274
9,4,0.6,13,0.48539,14,0.544992,13.245126,30,0.438291,31,0.522013,30.7370703,17,17.4919443
10,4,0.6,13,0.415205,14,0.507407,13.91966552,28,0.414483,29,0.515333,28.84796232,15,14.9282968
11,4,0.6,14,0.477954,15,0.555651,14.28374326,35,0.49505,36,0.586111,35.05435917,21,20.77061591
12,4,0.6,14,0.497664,15,0.545608,14.04872351,34,0.487942,35,0.556586,34.17565993,20,20.12693642
13,4,0.6,14,0.445614,15,0.506803,14.88881989,32,0.480576,33,0.517213,32.53017441,18,17.64135453
14,4,0.6,14,0.44385,15,0.511304,14.83241913,33,0.468217,34,0.547285,33.40197046,19,18.56955133
15,4,0.6,12,0.405646,13,0.507962,12.92218226,33,0.41323,34,0.502708,33.96973558,21,21.04755332
16,4,0.6,13,0.489673,14,0.536667,13.21975146,32,0.428779,33,0.509524,32.88204842,19,19.66229697
17,4,0.6,13,0.490497,14,0.52579,13.26926019,33,0.45979,34,0.591579,33.30510892,20,20.03584873
18,4,0.6,16,0.467925,17,0.531373,16.50553209,36,0.456522,37,0.532759,36.57030051,20,20.06476842
19,4,0.6,13,0.394553,14,0.5,14,34,0.460912,35,0.52087,34.65192301,21,20.65192301
0,4,0.65,13,0.408602,14,0.528771,13.76057885,31,0.46345,32,0.535836,31.50493189,18,17.74435304
1,4,0.65,13,0.460548,14,0.549153,13.44525704,32,0.466872,33,0.536765,32.47398166,19,19.02872462
2,4,0.65,12,0.425722,13,0.51944,12.7925692,34,0.445927,35,0.501515,34.97274592,22,22.18017672
3,4,0.65,12,0.43845,13,0.52651,12.69895526,28,0.394699,29,0.506349,28.9431348,16,16.24417954
4,4,0.65,13,0.439712,14,0.514641,13.80460169,32,0.48,33,0.582651,32.19483493,19,18.39023324
5,4,0.65,14,0.430322,15,0.512842,14.84437712,31,0.459029,32,0.537479,31.52225621,17,16.67787909
6,4,0.65,13,0.454861,14,0.507477,13.85789494,33,0.429191,34,0.512365,33.85133575,20,19.99344082
7,4,0.65,14,0.486679,15,0.526359,14.33571069,31,0.428349,32,0.517945,31.79971204,17,17.46400136
8,4,0.65,12,0.470014,13,0.528638,12.511497,33,0.497458,34,0.56979,33.0351435,21,20.52364651
9,4,0.65,13,0.456291,14,0.549223,13.47033315,35,0.49628,36,0.524348,35.13253527,22,21.66220212
10,4,0.65,13,0.499147,14,0.569746,13.01208232,33,0.496063,34,0.554475,33.06740053,20,20.05531821
11,4,0.65,12,0.403561,13,0.523364,12.80497984,29,0.41092,30,0.503135,29.96600336,17,17.16102352
12,4,0.65,13,0.452672,14,0.582038,13.36584574,31,0.444159,32,0.568776,31.44810098,18,18.08225524
13,4,0.65,15,0.491597,16,0.522482,15.27207382,30,0.438003,31,0.575353,30.45137969,15,15.17930586
14,4,0.65,13,0.450472,14,0.583333,13.37278058,32,0.415296,33,0.501754,32.97971269,19,19.60693212
15,4,0.65,14,0.483108,15,0.58101,14.17253989,32,0.417752,33,0.536972,32.68988425,18,18.51734436
16,4,0.65,13,0.478664,14,0.569792,13.23413221,29,0.436886,30,0.526355,29.7054287,16,16.47129649
17,4,0.65,13,0.459231,14,0.523593,13.63343277,30,0.463225,31,0.538585,30.48799098,17,16.85455821
18,4,0.65,14,0.455167,15,0.517028,14.72473772,35,0.474724,36,0.566285,35.2760564,21,20.55131868
19,4,0.65,13,0.47619,14,0.5,14,32,0.458466,33,0.57,32.37238869,19,18.37238869
0,4,0.7,13,0.493026,14,0.607517,13.06091308,31,0.45743,32,0.556228,31.43087917,18,18.36996608
1,4,0.7,12,0.426718,13,0.521193,12.7756761,30,0.436314,31,0.540378,30.61198878,18,17.83631267
2,4,0.7,12,0.431601,13,0.51161,12.85489132,32,0.446809,33,0.523885,32.69011106,20,19.83521973
3,4,0.7,12,0.458009,13,0.568221,12.38100207,27,0.486133,28,0.576399,27.15362373,15,14.77262167
4,4,0.7,12,0.43038,13,0.516216,12.8110816,30,0.44058,31,0.551805,30.53423241,18,17.72315081
5,4,0.7,13,0.497302,14,0.607273,13.02453374,30,0.494607,31,0.59015,30.05644579,17,17.03191205
6,4,0.7,12,0.446454,13,0.50846,12.86356159,30,0.462815,31,0.551038,30.42148873,18,17.55792714
7,4,0.7,13,0.479266,14,0.522337,13.48139119,31,0.463875,32,0.571661,31.33515484,18,17.85376365
8,4,0.7,12,0.430265,13,0.519835,12.77855309,30,0.480085,31,0.591696,30.17843223,18,17.39987915
9,4,0.7,13,0.438495,14,0.541237,13.59863542,33,0.47148,34,0.516791,33.62942773,20,20.03079232
10,4,0.7,13,0.487635,14,0.580205,13.13357459,31,0.409938,32,0.514555,31.86087347,18,18.72729888
11,4,0.7,13,0.483734,14,0.604671,13.13449978,29,0.461538,30,0.540268,29.48853042,16,16.35403064
12,4,0.7,12,0.468571,13,0.558824,12.34823219,30,0.457298,31,0.54683,30.47694679,18,18.1287146
13,4,0.7,13,0.464187,14,0.527732,13.56358486,30,0.49,31,0.578207,30.11336969,17,16.54978483
14,4,0.7,11,0.421419,12,0.539263,11.66682224,30,0.479911,31,0.585593,30.19008914,19,18.5232669
15,4,0.7,13,0.497479,14,0.530754,13.07576258,31,0.41311,32,0.519873,31.81385873,18,18.73809615
16,4,0.7,13,0.447492,14,0.560029,13.46658432,31,0.457895,32,0.561828,31.40511676,18,17.93853243
17,4,0.7,12,0.432584,13,0.519862,12.77242833,30,0.497028,31,0.55364,30.0524977,18,17.28006937
18,4,0.7,13,0.471637,14,0.601818,13.21787358,30,0.465414,31,0.550176,30.40803662,17,17.19016304
19,4,0.7,12,0.48855,13,0.56599,12.1478564,30,0.478125,31,0.545222,30.32602054,18,18.17816413
0,4,0.75,12,0.473924,13,0.51458,12.64138135,28,0.452684,29,0.573718,28.39093147,16,15.74955013
1,4,0.75,12,0.454089,13,0.533333,12.57936248,33,0.461918,34,0.562704,33.3778501,21,20.79848762
2,4,0.75,12,0.471103,13,0.534429,12.45632126,31,0.443471,32,0.560726,31.48210311,19,19.02578185
3,4,0.75,13,0.491843,14,0.55625,13.12664772,30,0.473913,31,0.505338,30.83013524,17,17.70348752
4,4,0.75,12,0.497738,13,0.555221,12.03935076,29,0.487722,30,0.591906,29.11784919,17,17.07849843
5,4,0.75,12,0.495025,13,0.654976,12.03110328,29,0.486864,30,0.525355,29.34127458,17,17.31017131
6,4,0.75,13,0.492436,14,0.61326,13.06260346,28,0.462766,29,0.513378,28.73567533,15,15.67307188
7,4,0.75,13,0.478707,14,0.536021,13.37151481,31,0.408422,32,0.518625,31.83099371,18,18.4594789
8,4,0.75,12,0.485207,13,0.56644,12.18210579,29,0.446141,30,0.552066,29.50846354,17,17.32635774
9,4,0.75,11,0.393775,12,0.539514,11.72887148,30,0.432584,31,0.54316,30.60968022,19,18.88080874
10,4,0.75,12,0.454282,13,0.536789,12.55411056,28,0.443213,29,0.537543,28.6020036,16,16.04789304
11,4,0.75,12,0.441375,13,0.530757,12.65589269,29,0.432394,30,0.542729,29.61273395,17,16.95684126
12,4,0.75,13,0.477727,14,0.569423,13.24290045,26,0.437413,27,0.542254,26.59697065,13,13.3540702
13,4,0.75,14,0.497414,15,0.608863,14.02320344,29,0.429699,30,0.513492,29.83898416,15,15.81578073
14,4,0.75,12,0.479463,13,0.55534,12.27066173,31,0.474643,32,0.549404,31.33917417,19,19.06851244
15,4,0.75,12,0.459834,13,0.52907,12.58013172,28,0.448113,29,0.515762,28.76700321,16,16.18687148
16,4,0.75,13,0.48737,14,0.613514,13.10012367,31,0.421581,32,0.507586,31.91179583,18,18.81167216
17,4,0.75,13,0.467057,14,0.574394,13.30691188,30,0.473818,31,0.517442,30.60017422,17,17.29326234
18,4,0.75,13,0.481261,14,0.537546,13.33293062,30,0.408027,31,0.523885,30.79384246,17,17.46091184
19,4,0.75,12,0.427669,13,0.508621,12.89350479,31,0.422176,32,0.520537,31.7912079,19,18.8977031
0,4,0.8,11,0.47549,12,0.544362,11.35587757,27,0.392568,28,0.509909,27.91555381,16,16.55967624
1,4,0.8,12,0.437068,13,0.5,13,29,0.451163,30,0.508562,29.85083364,17,16.85083364
2,4,0.8,11,0.457476,12,0.536467,11.53833981,27,0.426599,28,0.529908,27.71049957,16,16.17215976
3,4,0.8,12,0.494783,13,0.561303,12.07842754,29,0.489274,30,0.583779,29.11349664,17,17.0350691
4,4,0.8,12,0.489641,13,0.59434,12.09894077,26,0.424541,27,0.505051,26.93726245,14,14.83832168
5,4,0.8,12,0.459569,13,0.549759,12.44828695,30,0.497059,31,0.559772,30.04689618,18,17.59860923
6,4,0.8,11,0.449472,12,0.532488,11.60865375,27,0.490061,28,0.570234,27.12396942,16,15.51531566
7,4,0.8,11,0.454834,12,0.548837,11.48047403,29,0.494737,30,0.571547,29.06851972,18,17.5880457
8,4,0.8,11,0.416019,12,0.530327,11.73469049,27,0.497122,28,0.600701,27.02778555,16,15.29309507
9,4,0.8,12,0.458746,13,0.549123,12.45646569,29,0.449564,30,0.509716,29.83847586,17,17.38201017
10,4,0.8,11,0.405699,12,0.516345,11.85227663,29,0.440152,30,0.509031,29.86888602,18,18.01660939
11,4,0.8,13,0.440639,14,0.525493,13.69956631,29,0.450382,30,0.528219,29.63746033,16,15.93789402
12,4,0.8,12,0.445411,13,0.504808,12.91905315,30,0.485226,31,0.581756,30.15305087,18,17.23399771
13,4,0.8,11,0.422287,12,0.516469,11.82513644,27,0.472535,28,0.581566,27.25190084,16,15.4267644
14,4,0.8,12,0.474576,13,0.555556,12.31395406,26,0.486384,27,0.567637,26.16757535,14,13.85362129
15,4,0.8,12,0.407876,13,0.546903,12.66263388,29,0.497801,30,0.57107,29.03001269,17,16.36737882
16,4,0.8,12,0.487441,13,0.576471,12.14106481,29,0.41679,30,0.541026,29.66977366,17,17.52870885
17,4,0.8,13,0.498519,14,0.581614,13.01782297,30,0.437683,31,0.539708,30.61080127,17,17.5929783
18,4,0.8,11,0.47205,12,0.528336,11.49657108,29,0.4424,30,0.531155,29.64897752,18,18.15240644
19,4,0.8,11,0.422311,12,0.522388,11.77629225,28,0.492551,29,0.527619,28.21241588,17,16.43612362
0,4,0.85,11,0.497496,12,0.587922,11.02769115,29,0.479111,30,0.549005,29.29886686,18,18.2711757
1,4,0.85,11,0.374096,12,0.5,12,30,0.431886,31,0.547068,30.59135976,19,18.59135976
2,4,0.85,13,0.478774,14,0.583478,13.20272387,26,0.450284,27,0.518699,26.72668275,13,13.52395888
3,4,0.85,11,0.481636,12,0.563419,11.22454544,27,0.427362,28,0.522881,27.76045603,16,16.53591059
4,4,0.85,12,0.496069,13,0.555453,12.06619628,28,0.474878,29,0.548896,28.33940393,16,16.27320765
5,4,0.85,11,0.472993,12,0.612278,11.1938974,28,0.46791,29,0.554502,28.37058851,17,17.1766911
6,4,0.85,11,0.425439,12,0.53007,11.71260907,28,0.462179,29,0.515901,28.70401325,17,16.99140418
7,4,0.85,10,0.437594,11,0.519737,10.7597239,29,0.484848,30,0.582552,29.15508065,19,18.39535676
8,4,0.85,11,0.491694,12,0.510381,11.44448012,26,0.460432,27,0.577491,26.33801758,15,14.89353746
9,4,0.85,11,0.455556,12,0.516937,11.72406771,26,0.430962,27,0.553208,26.56474649,15,14.84067879
