Number,GROWTH,MUTLIPLIER,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
2,2.5,0.55,15,0.455882,16,0.524706,15.64102639,35,0.463947,36,0.538685,35.48239182,20,19.84136544
3,2.5,0.55,14,0.450317,15,0.504348,14.91952768,32,0.481781,33,0.564634,32.21989548,18,17.3003678
4,2.5,0.55,14,0.471217,15,0.510373,14.7350853,34,0.451128,35,0.52549,34.6572174,20,19.9221321
5,2.5,0.55,15,0.453237,16,0.537736,15.55341483,38,0.459406,39,0.522073,38.64777315,23,23.09435832
6,2.5,0.55,13,0.4368,14,0.50096,13.98503741,33,0.410906,34,0.511986,33.88142066,20,19.89638325
7,2.5,0.55,13,0.466997,14,0.586505,13.27615724,35,0.467466,36,0.51306,35.7135588,22,22.43740156
8,2.5,0.55,13,0.407118,14,0.506217,13.93726476,34,0.450926,35,0.520045,34.70999291,21,20.77272816
9,2.5,0.55,13,0.437611,14,0.504417,13.93388318,35,0.48155,36,0.563808,35.22429429,22,21.29041111
10,2.5,0.55,15,0.480702,16,0.542986,15.3098388,33,0.48008,34,0.553728,33.27047578,18,17.96063697
11,2.5,0.55,14,0.488613,15,0.545035,14.20181844,34,0.483402,35,0.509009,34.64818214,20,20.4463637
12,2.5,0.55,14,0.411674,15,0.502783,14.96945417,33,0.440577,34,0.53055,33.66045369,19,18.69099952
13,2.5,0.55,14,0.41833,15,0.514815,14.84645282,33,0.491482,34,0.603113,33.07630497,19,18.22985215
14,2.5,0.55,14,0.490534,15,0.53,14.23985202,34,0.464942,35,0.552905,34.39855394,20,20.15870191
15,2.5,0.55,14,0.458834,15,0.563043,14.39503306,35,0.478339,36,0.595506,35.18487287,21,20.78983982
16,2.5,0.55,15,0.487069,16,0.552124,15.19877027,35,0.434077,36,0.51875,35.77855987,20,20.5797896
17,2.5,0.55,13,0.477612,14,0.540284,13.35722492,33,0.449587,34,0.507431,33.87153378,20,20.51430886
18,2.5,0.55,14,0.477355,15,0.533264,14.40503318,31,0.466172,32,0.500969,31.97215277,17,17.56711959
19,2.5,0.55,17,0.48324,18,0.514706,17.5326384,35,0.450832,36,0.51272,35.79446743,18,18.26182902
0,2.5,0.6,15,0.460728,16,0.508351,15.82464355,32,0.486822,33,0.543074,32.23426723,17,16.40962367
1,2.5,0.6,14,0.476103,15,0.592445,14.20540304,32,0.492268,33,0.54334,32.15139411,18,17.94599107
2,2.5,0.6,14,0.45677,15,0.515238,14.73937881,31,0.425685,32,0.524704,31.75051253,17,17.01113372
3,2.5,0.6,15,0.446154,16,0.522684,15.70359336,34,0.482548,35,0.585343,34.16977479,19,18.46618143
4,2.5,0.6,13,0.438843,14,0.54028,13.60290624,32,0.432056,33,0.52693,32.71614984,19,19.1132436
5,2.5,0.6,13,0.427586,14,0.535556,13.6706863,34,0.451342,35,0.522388,34.68488022,21,21.01419392
6,2.5,0.6,14,0.486464,15,0.542705,14.24067851,35,0.494424,36,0.555188,35.09176486,21,20.85108635
7,2.5,0.6,14,0.490991,15,0.593254,14.08809638,32,0.455577,33,0.553571,32.45332367,18,18.36522729
8,2.5,0.6,14,0.458533,15,0.503906,14.91391356,32,0.487698,33,0.606151,32.10385554,18,17.18994198
9,2.5,0.6,13,0.440705,14,0.524237,13.70984772,33,0.48019,34,0.53263,33.37776506,20,19.66791734
10,2.5,0.6,15,0.477376,16,0.507264,15.75695931,33,0.443005,34,0.514368,33.79866317,18,18.04170386
11,2.5,0.6,14,0.498113,15,0.566098,14.02775612,33,0.444444,34,0.541509,33.57235873,19,19.54460261
12,2.5,0.6,14,0.457841,15,0.537374,14.53008185,35,0.494681,36,0.563193,35.07763603,21,20.54755418
13,2.5,0.6,13,0.46072,14,0.541293,13.48750822,32,0.424958,33,0.526071,32.74215976,19,19.25465154
14,2.5,0.6,14,0.495183,15,0.609234,14.04223549,29,0.440299,30,0.53268,29.64624761,15,15.60401211
15,2.5,0.6,14,0.48008,15,0.54,14.33244326,32,0.437608,33,0.513035,32.8271839,18,18.49474064
16,2.5,0.6,14,0.499037,15,0.56499,14.01460131,32,0.444828,33,0.533223,32.62415295,18,18.60955164
17,2.5,0.6,14,0.452468,15,0.557,14.45471243,35,0.469799,36,0.570727,35.29923312,21,20.84452068
18,2.5,0.6,14,0.48646,15,0.553571,14.2017553,33,0.463497,34,0.535262,33.50864628,19,19.30689098
19,2.5,0.6,14,0.458414,15,0.501044,14.9755102,35,0.405923,36,0.517331,35.84443667,21,20.86892646
0,2.5,0.65,14,0.473312,15,0.572356,14.269456,31,0.461471,32,0.570352,31.35386339,17,17.08440739
1,2.5,0.65,14,0.481343,15,0.58137,14.18651964,31,0.468697,32,0.565217,31.3243162,17,17.13779656
2,2.5,0.65,13,0.474124,14,0.579151,13.24637474,31,0.488304,32,0.556751,31.17087674,18,17.924502
3,2.5,0.65,13,0.431559,14,0.500949,13.98632368,31,0.492366,32,0.532895,31.18835895,18,17.20203528
4,2.5,0.65,15,0.498994,16,0.587896,15.01131583,31,0.42201,32,0.512739,31.85959285,16,16.84827702
5,2.5,0.65,13,0.485271,14,0.508721,13.62810235,31,0.427273,32,0.509009,31.88977929,18,18.26167694
6,2.5,0.65,13,0.475655,14,0.542323,13.3651677,34,0.482852,35,0.577778,34.18064598,21,20.81547828
7,2.5,0.65,13,0.479015,14,0.503906,13.84307581,31,0.438474,32,0.554464,31.53044228,18,17.68736647
8,2.5,0.65,14,0.484668,15,0.571154,14.17727725,32,0.425,33,0.53005,32.71394574,18,18.53666849
9,2.5,0.65,14,0.469012,15,0.51495,14.67456137,35,0.454893,36,0.518198,35.71253455,21,21.03797319
10,2.5,0.65,13,0.450847,14,0.528704,13.63132409,32,0.417663,33,0.523768,32.77599548,19,19.14467138
11,2.5,0.65,14,0.442114,15,0.526007,14.68999797,31,0.44061,32,0.508065,31.88043881,17,17.19044084
12,2.5,0.65,11,0.360305,12,0.504373,11.96964628,32,0.474766,33,0.527533,32.47821555,21,20.50856927
13,2.5,0.65,14,0.493976,15,0.531729,14.15956348,31,0.465021,32,0.587607,31.28534254,17,17.12577906
14,2.5,0.65,14,0.486742,15,0.540897,14.24481581,34,0.49322,35,0.59309,34.06788825,20,19.82307245
15,2.5,0.65,14,0.497938,15,0.576291,14.0263168,32,0.462567,33,0.578302,32.32343716,18,18.29712037
16,2.5,0.65,12,0.437607,13,0.520548,12.75225763,32,0.484767,33,0.584795,32.15228736,20,19.40002973
17,2.5,0.65,12,0.463993,13,0.527422,12.56767409,31,0.407166,32,0.523132,31.80052774,19,19.23285365
18,2.5,0.65,14,0.421099,15,0.547297,14.62521593,31,0.477153,32,0.613941,31.16702489,17,16.54180895
19,2.5,0.65,12,0.468491,13,0.524954,12.55804686,35,0.45082,36,0.513514,35.78444508,23,23.22639822
0,2.5,0.7,12,0.424119,13,0.515385,12.83142682,27,0.398051,28,0.518377,27.84727324,15,15.01584642
1,2.5,0.7,13,0.450376,14,0.50755,13.86794697,31,0.44204,32,0.529301,31.66421425,18,17.79626728
2,2.5,0.7,12,0.469501,13,0.531313,12.49341552,29,0.486038,30,0.544732,29.23787781,17,16.74446229
3,2.5,0.7,13,0.473545,14,0.560811,13.30315358,32,0.496809,33,0.516854,32.15919182,19,18.85603824
4,2.5,0.7,13,0.458861,14,0.550881,13.44706586,31,0.391775,32,0.506045,31.94709898,18,18.50003312
5,2.5,0.7,12,0.427365,13,0.511278,12.86559889,32,0.445993,33,0.516771,32.76304784,20,19.89744895
6,2.5,0.7,12,0.411315,13,0.509885,12.89971594,32,0.476948,33,0.517708,32.56555447,20,19.66583853
7,2.5,0.7,12,0.458754,13,0.515842,12.7224986,30,0.436347,31,0.520286,30.7583245,18,18.0358259
8,2.5,0.7,12,0.455684,13,0.563025,12.4128525,28,0.421713,29,0.531656,28.71206898,16,16.29921648
9,2.5,0.7,13,0.480469,14,0.506931,13.73807724,33,0.453279,34,0.530983,33.60126892,20,19.86319168
10,2.5,0.7,13,0.453704,14,0.560669,13.43281447,30,0.452548,31,0.542443,30.52786028,17,17.09504581
11,2.5,0.7,12,0.451241,13,0.520299,12.70605868,32,0.413765,33,0.503578,32.96016167,20,20.25410299
12,2.5,0.7,12,0.463339,13,0.523901,12.60534659,28,0.488848,29,0.594421,28.10563307,16,15.50028648
13,2.5,0.7,12,0.46014,13,0.545381,12.46761535,29,0.490894,30,0.578947,29.10341499,17,16.63579964
14,2.5,0.7,14,0.453092,15,0.544662,14.51226384,31,0.423775,32,0.547025,31.61845842,17,17.10619458
15,2.5,0.7,15,0.496652,16,0.585153,15.03783008,32,0.492902,33,0.635644,32.04972608,17,17.011896
16,2.5,0.7,13,0.463122,14,0.510657,13.7758073,32,0.490792,33,0.546053,32.16662746,19,18.39082016
17,2.5,0.7,11,0.437795,12,0.516068,11.79471849,30,0.475425,31,0.559794,30.29127997,19,18.49656149
18,2.5,0.7,12,0.448963,13,0.563456,12.44576524,30,0.472393,31,0.586538,30.24185904,18,17.7960938
19,2.5,0.7,14,0.49115,15,0.578324,14.1015211,31,0.4625,32,0.553678,31.41128342,17,17.30976233
0,2.5,0.75,13,0.416019,14,0.510989,13.88428978,30,0.471795,31,0.538855,30.4205935,17,16.53630372
1,2.5,0.75,12,0.493631,13,0.539197,12.13977527,30,0.43311,31,0.531955,30.67671607,18,18.5369408
2,2.5,0.75,13,0.470588,14,0.571,13.2929132,28,0.441099,29,0.523184,28.71756106,15,15.42464787
3,2.5,0.75,12,0.402649,13,0.522804,12.81021181,29,0.41349,30,0.525397,29.77305262,17,16.96284081
4,2.5,0.75,14,0.475424,15,0.512397,14.66470127,31,0.49287,32,0.560451,31.10550303,17,16.44080176
5,2.5,0.75,12,0.481788,13,0.59806,12.15663272,28,0.458333,29,0.578859,28.34570964,16,16.18907692
6,2.5,0.75,13,0.402597,14,0.528875,13.77133784,28,0.444532,29,0.52925,28.65473689,15,14.88339905
7,2.5,0.75,12,0.485226,13,0.536792,12.28650661,33,0.491228,34,0.570981,33.10998959,21,20.82348298
8,2.5,0.75,11,0.430153,12,0.535088,11.66562158,27,0.38456,28,0.502423,27.97944223,16,16.31382066
9,2.5,0.75,12,0.485158,13,0.565817,12.18400922,29,0.461191,30,0.516162,29.70599043,17,17.52198121
10,2.5,0.75,13,0.48833,14,0.59322,13.11125941,32,0.475524,33,0.589357,32.21501674,19,19.10375732
11,2.5,0.75,11,0.40325,12,0.519231,11.83418836,30,0.485663,31,0.514953,30.48948447,19,18.65529611
12,2.5,0.75,12,0.398693,13,0.501795,12.98259006,30,0.457278,31,0.530686,30.58198017,18,17.59939011
13,2.5,0.75,12,0.449534,13,0.567114,12.42920565,28,0.476744,29,0.546154,28.33505259,16,15.90584694
14,2.5,0.75,11,0.439716,12,0.542955,11.58392662,29,0.464927,30,0.586643,29.28815439,18,17.70422778
15,2.5,0.75,13,0.479941,14,0.529361,13.4058883,31,0.420152,32,0.533401,31.70506583,18,18.29917752
16,2.5,0.75,13,0.449313,14,0.506173,13.8914351,31,0.460584,32,0.563218,31.38404427,18,17.49260917
17,2.5,0.75,13,0.435811,14,0.5,14,31,0.49633,32,0.559838,31.057788,18,17.057788
18,2.5,0.75,12,0.461407,13,0.530556,12.55811364,30,0.414062,31,0.50335,30.96248096,18,18.40436732
19,2.5,0.75,12,0.451754,13,0.541876,12.53534098,30,0.437002,31,0.514793,30.80983661,18,18.27449563
0,2.5,0.8,12,0.398104,13,0.527933,12.78484776,26,0.440068,27,0.533582,26.640888,14,13.85604023
1,2.5,0.8,13,0.481422,14,0.581331,13.18594921,29,0.465928,30,0.537106,29.47868723,16,16.29273802
2,2.5,0.8,11,0.431667,12,0.535655,11.6571239,29,0.428222,30,0.54523,29.61344523,18,17.95632134
3,2.5,0.8,12,0.476937,13,0.523173,12.49881045,29,0.439868,30,0.533784,29.64027429,17,17.14146384
4,2.5,0.8,11,0.48406,12,0.569444,11.18668603,29,0.439444,30,0.526834,29.6929397,18,18.50625367
5,2.5,0.8,12,0.406929,13,0.50321,12.96666009,26,0.470631,27,0.527778,26.51392024,14,13.54726015
6,2.5,0.8,12,0.496845,13,0.54409,12.06677955,29,0.423242,30,0.51577,29.8295651,17,17.76278555
7,2.5,0.8,10,0.411936,11,0.505863,10.93757918,26,0.437143,27,0.515472,26.80247418,16,15.864895
8,2.5,0.8,13,0.482616,14,0.601378,13.14637679,27,0.468195,28,0.567291,27.3209514,14,14.17457461
9,2.5,0.8,12,0.499132,13,0.527778,12.03030091,30,0.440616,31,0.577982,30.43230494,18,18.40200402
10,2.5,0.8,12,0.438556,13,0.519793,12.75635486,30,0.49902,31,0.561538,30.01567549,18,17.25932062
11,2.5,0.8,12,0.4803,13,0.543659,12.31092662,28,0.468699,29,0.572013,28.30296959,16,15.99204296
12,2.5,0.8,11,0.44186,12,0.523684,11.71054947,29,0.486133,30,0.531746,29.30401421,18,17.59346473
13,2.5,0.8,12,0.486559,13,0.565451,12.17037215,27,0.405063,28,0.526941,27.77895108,15,15.60857893
14,2.5,0.8,12,0.453748,13,0.516473,12.73737744,28,0.441358,29,0.542048,28.58240143,16,15.84502399
15,2.5,0.8,12,0.476384,13,0.576415,12.23608681,28,0.495082,29,0.557054,28.07935842,16,15.84327161
16,2.5,0.8,12,0.442573,13,0.514658,12.79665672,30,0.471642,31,0.513135,30.68344058,18,17.88678386
17,2.5,0.8,13,0.484142,14,0.584715,13.15767651,26,0.432612,27,0.51577,26.810361,13,13.65268449
18,2.5,0.8,12,0.44338,13,0.510784,12.84000949,28,0.49505,29,0.544061,28.10099774,16,15.26098824
19,2.5,0.8,13,0.496951,14,0.621442,13.02449173,29,0.464527,30,0.525586,29.58096268,16,16.55647095
0,2.5,0.85,12,0.462264,13,0.502852,12.92973293,29,0.462247,30,0.510929,29.77550224,17,16.84576931
1,2.5,0.85,11,0.460894,12,0.524242,11.6173202,25,0.466238,26,0.517544,25.65805169,14,14.04073149
2,2.5,0.85,11,0.470827,12,0.532934,11.46972161,28,0.489617,29,0.57398,28.12307528,17,16.65335367
3,2.5,0.85,11,0.410924,12,0.525,11.78084786,31,0.484429,32,0.523374,31.39982026,20,19.6189724
4,2.5,0.85,12,0.457143,13,0.530271,12.58605459,28,0.436772,29,0.522361,28.73873979,16,16.1526852
5,2.5,0.85,11,0.485359,12,0.555866,11.20765314,25,0.449765,26,0.541667,25.54661487,14,14.33896173
6,2.5,0.85,11,0.498325,12,0.557692,11.02821433,27,0.411765,28,0.536269,27.70869209,16,16.68047776
7,2.5,0.85,11,0.47884,12,0.524237,11.4661101,29,0.488263,30,0.596552,29.10838589,18,17.6422758
8,2.5,0.85,11,0.443299,12,0.512411,11.82042192,26,0.446594,27,0.555,26.49264801,15,14.67222608
9,2.5,0.85,12,0.497627,13,0.547872,12.04722858,28,0.476077,29,0.597806,28.19652671,16,16.14929813
10,2.5,0.85,12,0.457395,13,0.538033,12.52834892,28,0.399736,29,0.51037,28.90626751,16,16.3779186
11,2.5,0.85,11,0.495895,12,0.561419,11.0626488,24,0.460546,25,0.549587,24.44309925,13,13.38045045
12,2.5,0.85,11,0.441054,12,0.550528,11.53844749,27,0.44835,28,0.526361,27.66208612,16,16.12363863
13,2.5,0.85,11,0.423823,12,0.525,11.75290827,29,0.438665,30,0.527,29.69434539,18,17.94143712
14,2.5,0.85,12,0.488176,13,0.565367,12.15317848,29,0.499147,30,0.60219,29.0082781,17,16.85509962
15,2.5,0.85,11,0.440824,12,0.520458,11.74309968,28,0.469925,29,0.594203,28.24199778,17,16.4988981
16,2.5,0.85,11,0.433278,12,0.5,12,29,0.455729,30,0.546233,29.4891607,18,17.4891607
17,2.5,0.85,11,0.491158,12,0.59505,11.08510761,27,0.463746,28,0.541165,27.46828298,16,16.38317537
18,2.5,0.85,10,0.431276,11,0.504355,10.94040696,27,0.424658,28,0.531876,27.70269917,17,16.76229222
19,2.5,0.85,11,0.485669,12,0.542169,11.25364602,25,0.457483,26,0.55106,25.4543531,14,14.20070708
0,2.5,0.9,11,0.425581,12,0.507772,11.90543977,25,0.423133,26,0.5311,25.71194902,14,13.80650925
1,2.5,0.9,10,0.406585,11,0.517161,10.84480357,25,0.483022,26,0.55315,25.24210016,15,14.39729659
2,2.5,0.9,12,0.492296,13,0.53886,12.1654497,28,0.43018,29,0.52619,28.72721592,16,16.56176621
3,2.5,0.9,12,0.44395,13,0.523158,12.70763054,28,0.47029,29,0.596082,28.23618354,16,15.528553
4,2.5,0.9,11,0.447368,12,0.574506,11.41397537,26,0.424828,27,0.508726,26.89599275,15,15.48201739
5,2.5,0.9,11,0.429864,12,0.508914,11.88723593,27,0.393387,28,0.527966,27.79219641,16,15.90496048
6,2.5,0.9,11,0.439416,12,0.52518,11.70640362,25,0.419693,26,0.517399,25.82192496,14,14.11552134
7,2.5,0.9,11,0.482301,12,0.567881,11.20681234,25,0.462373,26,0.529695,25.55891091,14,14.35209857
8,2.5,0.9,12,0.479487,13,0.595602,12.17666107,26,0.41097,27,0.514235,26.86215078,14,14.68548971
9,2.5,0.9,11,0.45625,12,0.546748,11.4834361,28,0.4974,29,0.539883,28.06120095,17,16.57776485
10,2.5,0.9,11,0.472741,12,0.597786,11.21799352,26,0.484738,27,0.548333,26.23998742,15,15.0219939
11,2.5,0.9,11,0.487784,12,0.57441,11.14102002,27,0.45178,28,0.529081,27.62379529,16,16.48277528
12,2.5,0.9,11,0.483037,12,0.603755,11.14051757,25,0.426923,26,0.506422,25.91921911,14,14.77870154
13,2.5,0.9,11,0.413313,12,0.51045,11.89241998,26,0.477727,27,0.570476,26.24014275,15,14.34772277
14,2.5,0.9,11,0.471854,12,0.543738,11.39154749,27,0.424915,28,0.54,27.65243081,16,16.26088332
15,2.5,0.9,12,0.483842,13,0.591603,12.14994293,28,0.46729,29,0.56323,28.34094226,16,16.19099933
16,2.5,0.9,11,0.44061,12,0.505824,11.91069402,27,0.486507,28,0.585343,27.13651908,16,15.22582506
17,2.5,0.9,12,0.490818,13,0.5878,12.09467736,27,0.423881,28,0.536278,27.67723338,15,15.58255602
18,2.5,0.9,10,0.44504,11,0.569177,10.44273665,27,0.49718,28,0.525054,27.10116955,17,16.65843289
19,2.5,0.9,10,0.428457,11,0.566781,10.51721321,26,0.475151,27,0.525305,26.495454,16,15.97824079
0,2.5,0.95,10,0.473343,11,0.556385,10.32100624,27,0.389706,28,0.512461,27.89848886,17,17.57748262
1,2.5,0.95,11,0.442393,12,0.529463,11.66161709,27,0.495961,28,0.598807,27.03927231,16,15.37765522
2,2.5,0.95,11,0.477876,12,0.51259,11.63732212,26,0.455587,27,0.556719,26.43915872,15,14.80183661
3,2.5,0.95,10,0.412306,11,0.528796,10.75280282,24,0.495082,25,0.558712,24.07729059,14,13.32448777
4,2.5,0.95,10,0.486885,11,0.515296,10.46161698,26,0.484167,27,0.568898,26.18686195,16,15.72524497
5,2.5,0.95,10,0.457189,11,0.514388,10.74845714,27,0.482786,28,0.572266,27.19237819,17,16.44392104
6,2.5,0.95,11,0.431269,12,0.508755,11.88701185,24,0.446648,25,0.541431,24.56288575,13,12.6758739
7,2.5,0.95,11,0.449067,12,0.514143,11.78266949,27,0.491311,28,0.609402,27.07357885,16,15.29090936
8,2.5,0.95,11,0.443694,12,0.512841,11.81429418,27,0.485738,28,0.578534,27.15369197,16,15.33939778
9,2.5,0.95,10,0.483721,11,0.552817,10.23559975,26,0.428068,27,0.51398,26.83727535,16,16.60167561
10,2.5,0.95,11,0.479933,12,0.582016,11.19657534,25,0.437332,26,0.54475,25.58340315,14,14.38682782
11,2.5,0.95,10,0.407357,11,0.506633,10.93318627,26,0.456522,27,0.532847,26.56964297,16,15.63645671
12,2.5,0.95,10,0.412425,11,0.513746,10.86433217,26,0.471808,27,0.552677,26.34861319,16,15.48428102
13,2.5,0.95,12,0.466172,13,0.515741,12.68244266,28,0.481115,29,0.591451,28.17115901,16,15.48871635
14,2.5,0.95,11,0.417647,12,0.515411,11.84236529,26,0.426259,27,0.504394,26.943764,15,15.10139871
15,2.5,0.95,11,0.467147,12,0.59127,11.264681,25,0.478412,26,0.53866,25.35831895,14,14.09363795
16,2.5,0.95,11,0.444604,12,0.554328,11.50486676,26,0.486631,27,0.548857,26.21484588,15,14.70997913
17,2.5,0.95,12,0.470978,13,0.550813,12.36352477,27,0.480736,28,0.546012,27.29511612,15,14.93159135
18,2.5,0.95,9,0.392458,10,0.507389,9.935709252,25,0.438859,26,0.547579,25.56237123,16,15.62666198
19,2.5,0.95,11,0.498331,12,0.609148,11.01506087,22,0.494891,23,0.571698,22.06651737,11,11.05145651
0,2.5,1,10,0.436495,11,0.505535,10.91982908,25,0.437926,26,0.516522,25.78978574,15,14.86995666
1,2.5,1,10,0.438686,11,0.512195,10.83410195,25,0.468404,26,0.541513,25.43217661,15,14.59807467
2,2.5,1,10,0.434846,11,0.508104,10.88937727,26,0.473039,27,0.60249,26.20827186,16,15.31889459
3,2.5,1,9,0.406752,10,0.513158,9.87634156,22,0.415689,23,0.513178,22.86482578,13,12.98848422
4,2.5,1,10,0.471217,11,0.540034,10.41825421,22,0.434022,23,0.522388,22.74664464,12,12.32839043
5,2.5,1,10,0.408284,11,0.536713,10.71413777,26,0.475671,27,0.583794,26.22501225,16,15.51087448
6,2.5,1,10,0.459283,11,0.561739,10.39740962,24,0.481771,25,0.601679,24.15202489,14,13.75461527
7,2.5,1,10,0.490755,11,0.608359,10.07861127,23,0.482115,24,0.586667,23.1710632,13,13.09245193
8,2.5,1,10,0.484452,11,0.524254,10.39063364,25,0.473802,26,0.566606,25.28229387,15,14.89166023
9,2.5,1,10,0.438235,11,0.555735,10.52565957,26,0.489751,27,0.589879,26.10235898,16,15.57669941
10,2.5,1,10,0.493431,11,0.581746,10.07438148,25,0.378806,26,0.518382,25.86830114,15,15.79391967
11,2.5,1,10,0.375476,11,0.527287,10.82025677,24,0.477905,25,0.514677,24.60086479,14,13.78060802
12,2.5,1,11,0.473469,12,0.592334,11.22320279,25,0.444529,26,0.545539,25.54916345,14,14.32596066
13,2.5,1,10,0.486635,11,0.544905,10.22936331,26,0.464286,27,0.534972,26.50524856,16,16.27588526
14,2.5,1,11,0.489189,12,0.55595,11.16193586,24,0.479545,25,0.570934,24.22382344,13,13.06188758
15,2.5,1,11,0.41019,12,0.514407,11.8617596,25,0.498021,26,0.615702,25.01681665,14,13.15505705
16,2.5,1,10,0.438202,11,0.516061,10.79371685,26,0.478339,27,0.541,26.34568551,16,15.55196867
17,2.5,1,11,0.473501,12,0.521336,11.55396676,24,0.470451,25,0.54538,24.39435999,13,12.84039323
18,2.5,1,10,0.486695,11,0.572695,10.1547093,25,0.478261,26,0.550088,25.30265777,15,15.14794847
19,2.5,1,11,0.484776,12,0.592322,11.14155803,25,0.487934,26,0.614701,25.0951825,14,13.95362447
0,3,0.5,14,0.427492,15,0.519231,14.79037269,38,0.480322,39,0.543086,38.31352368,24,23.52315099
1,3,0.5,17,0.471338,18,0.543699,17.39609735,37,0.440439,38,0.508929,37.8696306,20,20.47353326
2,3,0.5,13,0.444969,14,0.528388,13.65969383,35,0.466837,36,0.522436,35.59646756,22,21.93677373
3,3,0.5,16,0.46875,17,0.532882,16.48727624,36,0.465138,37,0.572097,36.32593798,20,19.83866173
4,3,0.5,17,0.459612,18,0.542694,17.48612214,36,0.474124,37,0.535647,36.42059067,19,18.93446853
5,3,0.5,14,0.464706,15,0.503831,14.90208307,35,0.444992,36,0.504202,35.92903226,21,21.02694919
6,3,0.5,14,0.448331,15,0.56599,14.43914193,35,0.489309,36,0.592557,35.1035468,21,20.66440487
7,3,0.5,14,0.487179,15,0.510806,14.54264189,34,0.463492,35,0.554649,34.40049585,20,19.85785396
8,3,0.5,15,0.487928,16,0.520388,15.37190388,34,0.485887,35,0.574818,34.15869607,19,18.78679219
9,3,0.5,14,0.412709,15,0.525,14.77736417,35,0.463303,36,0.550314,35.42175127,21,20.6443871
10,3,0.5,13,0.438393,14,0.528827,13.68123715,37,0.495379,38,0.563462,37.06787304,24,23.38663589
11,3,0.5,13,0.465058,14,0.553774,13.39386356,35,0.492537,36,0.545558,35.14075555,22,21.74689199
12,3,0.5,13,0.475424,14,0.527778,13.46941972,37,0.490272,38,0.501961,37.83223544,24,24.36281572
13,3,0.5,16,0.497093,17,0.585393,16.03292186,37,0.479452,38,0.556837,37.2655295,21,21.23260764
14,3,0.5,15,0.489146,16,0.522843,15.32210583,33,0.410842,34,0.514354,33.86133009,18,18.53922426
15,3,0.5,13,0.433434,14,0.50084,13.9875382,37,0.491935,38,0.562868,37.11369884,24,23.12616064
16,3,0.5,15,0.483065,16,0.547778,15.26169394,33,0.421896,34,0.505291,33.93655495,18,18.67486101
17,3,0.5,15,0.473231,16,0.555328,15.32606551,36,0.488309,37,0.631,36.08193229,21,20.75586678
18,3,0.5,14,0.451791,15,0.534455,14.5831922,35,0.494141,36,0.582569,35.06625729,21,20.48306509
19,3,0.5,15,0.445794,16,0.54499,15.54645349,34,0.454899,35,0.50256,34.94628732,19,19.39983383
0,3,0.55,14,0.440916,15,0.52627,14.69222298,33,0.473333,34,0.557547,33.31665756,19,18.62443459
1,3,0.55,14,0.492788,15,0.586382,14.07705622,36,0.444763,37,0.515044,36.78594499,22,22.70888877
2,3,0.55,13,0.460733,14,0.505198,13.88309907,34,0.486038,35,0.544905,34.23717872,21,20.35407966
3,3,0.55,14,0.499205,15,0.567986,14.01155842,36,0.47007,37,0.560543,36.33081693,22,22.3192585
4,3,0.55,13,0.424354,14,0.538229,13.66428979,36,0.471455,37,0.556225,36.33673469,23,22.6724449
5,3,0.55,16,0.465195,17,0.55973,16.36817052,35,0.481511,36,0.562704,35.22771668,19,18.85954616
6,3,0.55,15,0.48041,16,0.567594,15.22469719,34,0.43475,35,0.537752,34.63348284,19,19.40878565
7,3,0.55,14,0.450326,15,0.541346,14.54574819,33,0.447863,34,0.527634,33.65358338,19,19.1078352
8,3,0.55,14,0.464286,15,0.541946,14.45987638,33,0.428344,34,0.574367,33.49071722,19,19.03084083
