Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
13,0.5,0.5,19,0.806876,20,0.792413,19.47542004,47,0.820829,48,0.7964,47.85263416,28,28.37721413
14,0.5,0.5,30,0.812846,31,0.79338,30.65991986,46,0.810127,47,0.786316,46.42530763,16,15.76538777
15,0.5,0.5,16,0.826316,17,0.799787,16.99197105,54,0.813043,55,0.795962,54.76359698,38,37.77162593
16,0.5,0.5,8,0.830717,9,0.797508,8.924960101,36,0.815301,37,0.798186,36.8940111,28,27.969051
17,0.5,0.5,14,0.801262,15,0.768966,14.03907605,44,0.812705,45,0.784979,44.45823415,30,30.4191581
18,0.5,0.5,12,0.801833,13,0.797706,12.44414829,55,0.828657,56,0.795354,55.86049305,43,43.41634476
19,0.5,0.5,14,0.815957,15,0.777906,14.41935823,77,0.8,78,0.767466,77,63,62.58064177
0,0.5,0.55,9,0.804574,10,0.77416,9.150391267,0,0,0,0,100,100,100
1,0.5,0.55,21,0.821724,22,0.78895,21.6628425,0,0,0,0,100,100,100
2,0.5,0.55,0,0,0,0,100,0,0,0,0,100,100,100
3,0.5,0.55,37,0.820287,38,0.783903,37.55758026,58,0.815595,59,0.791351,58.64325194,21,21.08567168
4,0.5,0.55,10,0.822598,11,0.772727,10.45312907,54,0.822249,55,0.792803,54.7555865,44,44.30245742
5,0.5,0.55,8,0.810421,9,0.798186,8.851736821,63,0.847162,64,0.79697,63.93963181,55,55.08789499
6,0.5,0.55,11,0.802186,12,0.783201,11.11514353,0,0,0,0,100,100,100
7,0.5,0.55,21,0.842536,22,0.793397,21.86562608,0,0,0,0,100,100,100
8,0.5,0.55,18,0.816802,19,0.799557,18.97431139,62,0.804103,63,0.793284,62.37924023,44,43.40492883
9,0.5,0.55,48,0.81014,49,0.775056,48.28902064,77,0.821468,78,0.761905,77.3604251,29,29.07140446
10,0.5,0.55,16,0.801587,17,0.799349,16.70911528,92,0.805208,93,0.786251,92.27472701,76,75.56561173
11,0.5,0.55,29,0.830044,30,0.79915,29.97248657,37,0.835282,38,0.790466,37.78726348,8,7.81477691
12,0.5,0.55,23,0.801042,24,0.793422,23.13674541,0,0,0,0,100,100,100
13,0.5,0.55,8,0.859477,9,0.798024,8.967845345,53,0.808824,54,0.784053,53.356223,45,44.38837766
14,0.5,0.55,14,0.815217,15,0.78481,14.50044398,0,0,0,0,100,100,100
15,0.5,0.55,47,0.816916,48,0.792123,47.68228936,69,0.803015,70,0.767516,69.08493197,22,21.40264261
