Number,EMBRYO,GERMLINE,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
19,0.05,0.5,28,0.485568,29,0.525659,28.35998104,70,0.449937,71,0.507788,70.8653783,42,42.50539726
0,0.05,0.55,27,0.432026,28,0.501933,27.97234898,72,0.483848,73,0.515171,72.51565942,45,44.54331044
1,0.05,0.55,29,0.470395,30,0.51094,29.73017635,71,0.473446,72,0.546584,71.36306708,42,41.63289073
2,0.05,0.55,27,0.474599,28,0.51421,27.64126127,69,0.466278,70,0.520924,69.61709915,42,41.97583788
3,0.05,0.55,28,0.473329,29,0.519711,28.57502911,70,0.495425,71,0.520762,70.18056597,42,41.60553686
4,0.05,0.55,25,0.495704,26,0.527888,25.13348248,66,0.493213,67,0.546399,66.12760877,41,40.99412629
5,0.05,0.55,30,0.498356,31,0.521543,30.0709018,72,0.485303,73,0.503016,72.82972958,42,42.75882778
6,0.05,0.55,27,0.448587,28,0.502846,27.94754787,66,0.464286,67,0.514354,66.7133099,39,38.76576203
7,0.05,0.55,25,0.467587,26,0.516046,25.66887472,65,0.462576,66,0.524259,65.60671498,40,39.93784026
8,0.05,0.55,25,0.434483,26,0.513862,25.82536943,67,0.485455,68,0.532122,67.31167635,42,41.48630691
9,0.05,0.55,28,0.475578,29,0.513082,28.65118387,67,0.468557,68,0.530055,67.51128492,39,38.86010105
10,0.05,0.55,31,0.488228,32,0.514194,31.45336209,75,0.490553,76,0.532322,75.22617252,44,43.77281043
11,0.05,0.55,41,0.485488,42,0.546445,41.23806946,81,0.49097,82,0.550034,81.15288501,40,39.91481555
12,0.05,0.55,26,0.492003,27,0.529599,26.2127088,68,0.475754,69,0.50378,68.86512524,42,42.65241644
13,0.05,0.55,30,0.468691,31,0.501321,30.95951578,73,0.475884,74,0.522642,73.51576201,43,42.55624623
14,0.05,0.55,28,0.479649,29,0.509325,28.68577302,67,0.497792,68,0.540079,67.05221463,39,38.36644161
15,0.05,0.55,24,0.448966,25,0.501284,24.97545778,66,0.476963,67,0.545681,66.33523968,42,41.3597819
16,0.05,0.55,29,0.48184,30,0.513761,29.56890448,70,0.455233,71,0.514575,70.75438981,41,41.18548533
17,0.05,0.55,29,0.445047,30,0.507769,29.87613597,72,0.477036,73,0.508406,72.73203698,43,42.85590101
18,0.05,0.55,24,0.479064,25,0.515252,24.57853432,65,0.469191,66,0.52032,65.60257388,41,41.02403956
19,0.05,0.55,29,0.497234,30,0.514963,29.15601557,71,0.480519,72,0.527812,71.41192143,42,42.25590586
0,0.05,0.6,33,0.488903,34,0.512928,33.46189386,74,0.498303,75,0.572087,74.02299957,41,40.56110571
1,0.05,0.6,26,0.479947,27,0.534161,26.36988601,67,0.461158,68,0.504365,67.8989747,41,41.5290887
2,0.05,0.6,23,0.490358,24,0.507692,23.55624784,65,0.475741,66,0.536062,65.40216508,42,41.84591725
3,0.05,0.6,24,0.466752,25,0.503474,24.90539731,62,0.465068,63,0.501044,62.97098065,38,38.06558334
4,0.05,0.6,26,0.434594,27,0.50733,26.89922459,67,0.474741,68,0.550508,67.33337733,41,40.43415273
5,0.05,0.6,26,0.495581,27,0.508443,26.34357021,64,0.478261,65,0.52524,64.46273867,38,38.11916846
6,0.05,0.6,24,0.463712,25,0.507363,24.83132116,66,0.467643,67,0.529897,66.51975777,42,41.68843661
7,0.05,0.6,28,0.472058,29,0.534462,28.44775976,69,0.494268,70,0.535272,69.13979124,41,40.69203148
8,0.05,0.6,21,0.450519,22,0.516993,21.74436622,60,0.476913,61,0.502186,60.91350453,39,39.16913831
9,0.05,0.6,24,0.470281,25,0.519947,24.59837716,66,0.478957,67,0.529691,66.41477116,42,41.816394
10,0.05,0.6,24,0.454318,25,0.507051,24.86628866,61,0.457105,62,0.51144,61.78945431,37,36.92316565
11,0.05,0.6,23,0.454796,24,0.517881,23.71655703,64,0.494801,65,0.523384,64.18189133,41,40.46533431
12,0.05,0.6,28,0.457505,29,0.517726,28.70565085,68,0.490735,69,0.538305,68.19476561,40,39.48911476
13,0.05,0.6,25,0.47973,26,0.535354,25.36441105,68,0.493003,69,0.525355,68.2162772,43,42.85186616
14,0.05,0.6,23,0.497684,24,0.57785,23.02889005,61,0.492167,62,0.518644,61.29584167,38,38.26695162
15,0.05,0.6,22,0.484015,23,0.542384,22.27386112,63,0.48652,64,0.537037,63.26684087,41,40.99297974
16,0.05,0.6,23,0.478846,24,0.513167,23.61635733,62,0.464495,63,0.508609,62.80484653,39,39.1884892
17,0.05,0.6,22,0.498668,23,0.555413,22.02347343,61,0.45871,62,0.50154,61.96404389,39,39.94057046
18,0.05,0.6,23,0.466307,24,0.523136,23.59288391,64,0.471429,65,0.518072,64.61254636,41,41.01966245
19,0.05,0.6,24,0.466952,25,0.505148,24.86522149,63,0.47382,64,0.509067,63.74275825,39,38.87753676
0,0.05,0.65,25,0.462614,26,0.508041,25.82299073,61,0.471567,62,0.5,62,36,36.17700927
1,0.05,0.65,23,0.460674,24,0.5116,23.77221851,63,0.454655,64,0.509839,63.82170557,40,40.04948705
2,0.05,0.65,27,0.495883,28,0.552036,27.07331754,66,0.489604,67,0.533981,66.2342655,39,39.16094795
3,0.05,0.65,25,0.489066,26,0.546936,25.18894073,63,0.476902,64,0.533555,63.40771009,38,38.21876937
4,0.05,0.65,26,0.488575,27,0.523039,26.33150534,64,0.489322,65,0.542154,64.20211236,38,37.87060702
5,0.05,0.65,24,0.486102,25,0.527296,24.33737923,60,0.465234,61,0.520177,60.63276487,36,36.29538564
6,0.05,0.65,25,0.474359,26,0.510958,25.70059291,64,0.480528,65,0.536288,64.3492109,39,38.64861799
7,0.05,0.65,24,0.493151,25,0.520053,24.25459074,60,0.461538,61,0.509725,60.79818208,36,36.54359135
8,0.05,0.65,22,0.491848,23,0.525633,22.24129051,61,0.486607,62,0.554656,61.19681406,39,38.95552355
9,0.05,0.65,24,0.477483,25,0.528942,24.43757166,61,0.486671,62,0.51215,61.5231367,37,37.08556504
10,0.05,0.65,22,0.455687,23,0.514845,22.74906183,65,0.490863,66,0.534298,65.21036031,43,42.46129847
11,0.05,0.65,24,0.463519,25,0.528649,24.5601259,59,0.453722,60,0.520574,59.69224556,35,35.13211966
12,0.05,0.65,29,0.495547,30,0.534413,29.11457315,70,0.482397,71,0.522539,70.43851826,41,41.32394511
13,0.05,0.65,25,0.472964,26,0.521118,25.56144869,61,0.467431,62,0.512937,61.71570782,36,36.15425913
14,0.05,0.65,24,0.468099,25,0.525225,24.55843224,65,0.48843,66,0.55153,65.18335975,41,40.62492751
15,0.05,0.65,24,0.483949,25,0.534238,24.31917517,62,0.489809,63,0.541469,62.19727062,38,37.87809545
16,0.05,0.65,23,0.499359,24,0.521127,23.02944689,61,0.496831,62,0.52725,61.10417831,38,38.07473142
17,0.05,0.65,28,0.492605,29,0.524462,28.23213109,66,0.446767,67,0.511364,66.82407852,38,38.59194743
18,0.05,0.65,24,0.498096,25,0.564051,24.02886817,61,0.493042,62,0.54471,61.13466749,37,37.10579932
19,0.05,0.65,26,0.473786,27,0.516208,26.61793409,61,0.471535,62,0.5017,61.9436433,35,35.3257092
0,0.05,0.7,21,0.447176,22,0.515901,21.76862859,57,0.450508,58,0.507631,57.86641108,36,36.09778249
1,0.05,0.7,27,0.493922,28,0.523284,27.20700225,66,0.4244,67,0.501591,66.97938879,39,39.77238654
2,0.05,0.7,22,0.465602,23,0.511427,22.7506383,61,0.472451,62,0.531889,61.46349137,39,38.71285307
3,0.05,0.7,22,0.474825,23,0.501644,22.93870018,60,0.481796,61,0.546512,60.28129056,38,37.34259039
4,0.05,0.7,23,0.472823,24,0.51521,23.64116356,62,0.471801,63,0.520793,62.57558377,39,38.9344202
5,0.05,0.7,22,0.479141,23,0.523902,22.46600836,58,0.447704,59,0.501618,58.96998924,36,36.50398089
6,0.05,0.7,23,0.471649,24,0.51838,23.60668507,61,0.446707,62,0.517568,61.75207801,38,38.14539294
7,0.05,0.7,23,0.450856,24,0.506361,23.88539771,60,0.454044,61,0.5,61,37,37.11460229
8,0.05,0.7,23,0.485411,24,0.547343,23.23556481,59,0.489758,60,0.524178,59.29755956,36,36.06199475
9,0.05,0.7,21,0.455585,22,0.502525,21.94620793,58,0.460027,59,0.511269,58.78008274,37,36.83387482
10,0.05,0.7,21,0.466969,22,0.509104,21.7839326,58,0.486486,59,0.542781,58.24005684,37,36.45612425
11,0.05,0.7,26,0.471135,27,0.509469,26.7529869,66,0.452724,67,0.500955,66.98019946,40,40.22721255
12,0.05,0.7,24,0.483871,25,0.521886,24.42427989,61,0.467932,62,0.501264,61.96207848,37,37.53779859
13,0.05,0.7,24,0.48425,25,0.524641,24.38993835,62,0.496068,63,0.52297,62.14616014,38,37.75622178
14,0.05,0.7,23,0.46,24,0.523119,23.6337236,58,0.486785,59,0.550629,58.20698891,35,34.57326531
15,0.05,0.7,23,0.492763,24,0.531292,23.18783254,59,0.447301,60,0.500657,59.98768648,36,36.79985394
16,0.05,0.7,22,0.472848,23,0.504679,22.85300493,62,0.482462,63,0.513768,62.5602121,40,39.70720717
17,0.05,0.7,23,0.481762,24,0.547106,23.27910749,61,0.470552,62,0.504025,61.87975383,38,38.60064634
18,0.05,0.7,23,0.464677,24,0.524188,23.59355413,62,0.499674,63,0.56091,62.00532367,39,38.41176953
19,0.05,0.7,24,0.491011,25,0.533507,24.21152579,61,0.48545,62,0.536298,61.28614695,37,37.07462116
0,0.05,0.75,22,0.497251,23,0.56539,22.040344,59,0.471301,60,0.526931,59.51589071,37,37.4755467
1,0.05,0.75,18,0.458495,19,0.507827,18.84134031,52,0.448141,53,0.516352,52.76027327,34,33.91893296
2,0.05,0.75,21,0.488711,22,0.528942,21.28060451,56,0.463201,57,0.524342,56.60187108,35,35.32126658
3,0.05,0.75,22,0.462443,23,0.502112,22.94675943,62,0.499116,63,0.533201,62.02593516,40,39.07917573
4,0.05,0.75,22,0.488459,23,0.545515,22.20227496,58,0.473992,59,0.537196,58.41149294,36,36.20921799
5,0.05,0.75,21,0.4589,22,0.509609,21.81050701,61,0.479322,62,0.540472,61.33815209,40,39.52764507
6,0.05,0.75,20,0.476914,21,0.525358,20.47655024,56,0.488,57,0.516383,56.42278829,36,35.94623805
7,0.05,0.75,23,0.493324,24,0.543402,23.13331203,62,0.48679,63,0.53208,62.29167587,39,39.15836383
8,0.05,0.75,22,0.490531,23,0.538182,22.19871566,58,0.467678,59,0.51706,58.65452999,36,36.45581433
9,0.05,0.75,21,0.497803,22,0.528049,21.0726377,58,0.479612,59,0.54156,58.32911474,37,37.25647704
10,0.05,0.75,24,0.455052,25,0.505874,24.88442013,59,0.468098,60,0.518419,59.63396991,35,34.74954978
11,0.05,0.75,22,0.45867,23,0.513099,22.75933785,60,0.452107,61,0.521767,60.68752512,38,37.92818727
12,0.05,0.75,21,0.477058,22,0.53528,21.39404349,58,0.443653,59,0.5,59,37,37.60595651
13,0.05,0.75,25,0.468809,26,0.509206,25.77211179,64,0.453325,65,0.5253,64.64848906,39,38.87637727
14,0.05,0.75,23,0.499003,24,0.560074,23.01632526,58,0.478372,59,0.536893,58.36957673,35,35.35325147
15,0.05,0.75,20,0.44473,21,0.507722,20.877413,56,0.472534,57,0.52182,56.55727793,36,35.67986492
16,0.05,0.75,23,0.492044,24,0.547844,23.14258065,61,0.491083,62,0.549155,61.15355076,38,38.01097012
17,0.05,0.75,22,0.465909,23,0.548366,22.41343973,60,0.497819,61,0.57307,60.028983,38,37.61554327
18,0.05,0.75,23,0.483578,24,0.550831,23.24418242,60,0.435556,61,0.517367,60.78771803,37,37.54353562
19,0.05,0.75,22,0.457969,23,0.528145,22.59893696,60,0.442813,61,0.502197,60.9630035,38,38.36406654
0,0.05,0.8,21,0.465528,22,0.512725,21.73038541,56,0.476963,57,0.546634,56.33065407,35,34.60026867
1,0.05,0.8,22,0.492872,23,0.519069,22.27209222,58,0.484423,59,0.547529,58.24683865,36,35.97474643
2,0.05,0.8,22,0.475254,23,0.519164,22.56356183,58,0.457084,59,0.52507,58.63124761,36,36.06768578
3,0.05,0.8,22,0.479836,23,0.513699,22.59545817,56,0.440373,57,0.509767,56.85925296,34,34.26379479
4,0.05,0.8,21,0.458305,22,0.502872,21.9355577,58,0.434755,59,0.501253,58.98115733,37,37.04559963
5,0.05,0.8,20,0.488189,21,0.527897,20.29744636,56,0.445538,57,0.501629,56.97095791,36,36.67351155
6,0.05,0.8,23,0.46979,24,0.536424,23.45337215,57,0.496851,58,0.552381,57.05670809,34,33.60333593
7,0.05,0.8,20,0.473477,21,0.531901,20.45397439,54,0.456464,55,0.514178,54.75434037,34,34.30036597
8,0.05,0.8,21,0.467343,22,0.510714,21.75296857,58,0.484183,59,0.518164,58.465466,37,36.71249742
9,0.05,0.8,21,0.481434,22,0.528477,21.3946602,56,0.470968,57,0.536388,56.44377866,35,35.04911846
10,0.05,0.8,21,0.477301,22,0.543287,21.34399721,56,0.428188,57,0.513784,56.83896444,35,35.49496723
11,0.05,0.8,20,0.46368,21,0.544828,20.44757727,56,0.496005,57,0.554148,56.0687099,36,35.62113264
12,0.05,0.8,23,0.47946,24,0.540691,23.335451,58,0.435224,59,0.513114,58.83163436,35,35.49618336
13,0.05,0.8,23,0.473719,24,0.55,23.34452878,60,0.469295,61,0.506796,60.81877817,37,37.47424938
14,0.05,0.8,23,0.450955,24,0.527538,23.64041628,56,0.487642,57,0.544747,56.21640837,33,32.57599209
15,0.05,0.8,22,0.454259,23,0.506016,22.88376451,59,0.488344,60,0.551636,59.1841623,37,36.30039778
16,0.05,0.8,22,0.483632,23,0.559259,22.21643064,55,0.460436,56,0.505934,55.86957668,33,33.65314604
17,0.05,0.8,21,0.479231,22,0.543738,21.32196506,56,0.421127,57,0.506929,56.91924431,35,35.59727925
18,0.05,0.8,21,0.446839,22,0.50995,21.84234127,56,0.479167,57,0.516441,56.55891506,35,34.71657379
19,0.05,0.8,23,0.492393,24,0.551839,23.12796488,62,0.477217,63,0.527339,62.4545509,39,39.32658602
0,0.05,0.85,20,0.466667,21,0.523136,20.59028848,57,0.486486,58,0.559377,57.18540012,37,36.59511164
1,0.05,0.85,19,0.447447,20,0.5,20,54,0.44844,55,0.506832,54.88299767,35,34.88299767
2,0.05,0.85,21,0.484973,22,0.53329,21.31100855,57,0.463525,58,0.503672,57.90853613,36,36.59752758
3,0.05,0.85,19,0.490793,20,0.563518,19.12660021,53,0.499064,54,0.533377,53.02727829,34,33.90067808
4,0.05,0.85,19,0.493425,20,0.518033,19.26718953,54,0.489332,55,0.538922,54.21512402,35,34.94793449
5,0.05,0.85,22,0.449393,23,0.510101,22.83361336,59,0.462594,60,0.521595,59.63398925,37,36.80037589
6,0.05,0.85,19,0.462706,20,0.550101,19.42672922,53,0.496859,54,0.547978,53.06144486,34,33.63471565
7,0.05,0.85,18,0.447889,19,0.528705,18.64481043,54,0.455746,55,0.524173,54.64673301,36,36.00192258
8,0.05,0.85,19,0.455721,20,0.507138,19.86117432,55,0.499065,56,0.558704,55.01567766,36,35.15450334
9,0.05,0.85,19,0.496114,20,0.535048,19.09980993,53,0.497696,54,0.536005,53.06014253,34,33.96033259
10,0.05,0.85,21,0.479435,22,0.539559,21.34204311,55,0.476069,56,0.566826,55.26368214,34,33.92163903
11,0.05,0.85,22,0.486198,23,0.503027,22.82013192,55,0.468384,56,0.525623,55.55235067,33,32.73221875
12,0.05,0.85,19,0.429938,20,0.505875,19.92263324,52,0.493515,53,0.557832,52.10082871,33,32.17819547
13,0.05,0.85,18,0.430455,19,0.501695,18.97620719,54,0.494763,55,0.561501,54.07847104,36,35.10226385
14,0.05,0.85,21,0.484451,22,0.544842,21.25747214,56,0.466266,57,0.507874,56.81075755,35,35.55328541
15,0.05,0.85,20,0.45541,21,0.510863,20.80410438,54,0.456024,55,0.503092,54.93430781,34,34.13020343
16,0.05,0.85,20,0.458922,21,0.522339,20.6477443,58,0.484543,59,0.534428,58.30985266,38,37.66210837
17,0.05,0.85,20,0.492692,21,0.519455,20.27306356,56,0.496,57,0.543593,56.08404597,36,35.81098242
18,0.05,0.85,24,0.481663,25,0.56338,24.22439639,57,0.461003,58,0.515478,57.71586966,33,33.49147327
19,0.05,0.85,21,0.446452,22,0.504983,21.91486563,55,0.441595,56,0.5149,55.79673965,34,33.88187402
0,0.05,0.9,19,0.47406,20,0.51321,19.66257982,52,0.438393,53,0.514478,52.80971282,33,33.147133
1,0.05,0.9,20,0.473477,21,0.529669,20.47200669,56,0.495732,57,0.54855,56.08080579,36,35.60879909
2,0.05,0.9,20,0.445904,21,0.502528,20.95535462,54,0.492518,55,0.564764,54.10356283,34,33.14820821
3,0.05,0.9,20,0.471322,21,0.555903,20.3390596,52,0.4202,53,0.509153,52.89710296,32,32.55804336
4,0.05,0.9,19,0.454489,20,0.505994,19.88362295,53,0.444299,54,0.500625,53.98890388,34,34.10528093
5,0.05,0.9,20,0.488136,21,0.560316,20.16436686,53,0.476323,54,0.514608,53.61844064,33,33.45407378
6,0.05,0.9,19,0.486056,20,0.547489,19.22697899,50,0.463508,51,0.518089,50.66858431,31,31.44160532
7,0.05,0.9,21,0.491935,22,0.575738,21.0962376,52,0.466533,53,0.501627,52.9536388,31,31.85740119
8,0.05,0.9,20,0.482536,21,0.542763,20.28996961,53,0.440701,54,0.507828,53.88338523,33,33.59341561
9,0.05,0.9,21,0.478695,22,0.512666,21.62715257,57,0.43871,58,0.501946,57.96922639,36,36.34207382
10,0.05,0.9,20,0.498323,21,0.523329,20.0670639,52,0.469949,53,0.511022,52.73164853,32,32.66458462
11,0.05,0.9,18,0.481555,19,0.530897,18.37381946,52,0.45907,53,0.528782,52.58712991,34,34.21331044
12,0.05,0.9,18,0.488169,19,0.550164,18.19083797,50,0.456152,51,0.518947,50.69827216,32,32.50743418
13,0.05,0.9,20,0.455632,21,0.50228,20.95112331,55,0.497452,56,0.540778,55.05880995,35,34.10768665
14,0.05,0.9,19,0.490651,20,0.53778,19.19837043,52,0.47449,53,0.538313,52.39969917,33,33.20132874
15,0.05,0.9,18,0.470903,19,0.507177,18.80214479,54,0.499336,55,0.561129,54.01074555,36,35.20860077
16,0.05,0.9,17,0.441687,18,0.50973,17.85700219,51,0.480732,52,0.535065,51.35462794,34,33.49762575
17,0.05,0.9,19,0.453715,20,0.508879,19.83904358,54,0.453782,55,0.538462,54.54579594,35,34.70675236
18,0.05,0.9,21,0.469197,22,0.522743,21.57526239,54,0.480392,55,0.517024,54.53526971,33,32.96000732
19,0.05,0.9,19,0.425452,20,0.507752,19.90580802,53,0.473454,54,0.545327,53.36934593,34,33.46353791
0,0.05,0.95,19,0.45709,20,0.50983,19.81361396,51,0.461489,52,0.514379,51.72813386,32,31.91451991
1,0.05,0.95,20,0.468249,21,0.533066,20.48985606,54,0.491547,55,0.559014,54.12529088,34,33.63543483
2,0.05,0.95,20,0.470946,21,0.544059,20.39738487,54,0.498716,55,0.546667,54.02677734,34,33.62939247
3,0.05,0.95,18,0.488858,19,0.555935,18.16610761,53,0.494774,54,0.548366,53.09751455,35,34.93140695
4,0.05,0.95,20,0.498089,21,0.558656,20.03155184,53,0.485037,54,0.543266,53.25696818,33,33.22541634
5,0.05,0.95,20,0.496945,21,0.554521,20.0530603,51,0.440803,52,0.520325,51.74441035,31,31.69135005
6,0.05,0.95,21,0.468813,22,0.566162,21.32036282,56,0.486575,57,0.530928,56.30268527,35,34.98232246
7,0.05,0.95,21,0.486469,22,0.572052,21.15810383,53,0.454186,54,0.504093,53.91798746,32,32.75988363
8,0.05,0.95,17,0.478127,18,0.539424,17.35683639,52,0.477975,53,0.530921,52.41598988,35,35.05915349
9,0.05,0.95,19,0.459211,20,0.531368,19.56528126,51,0.452665,52,0.523655,51.66678405,32,32.10150279
10,0.05,0.95,18,0.43924,19,0.51543,18.79747998,53,0.450578,54,0.515345,53.76307379,35,34.9655938
11,0.05,0.95,18,0.466079,19,0.523157,18.59429202,50,0.464744,51,0.517591,50.66713342,32,32.0728414
12,0.05,0.95,20,0.480236,21,0.567708,20.22594659,54,0.491826,55,0.571953,54.10201305,34,33.87606647
13,0.05,0.95,18,0.482633,19,0.527967,18.38308995,52,0.476311,53,0.533762,52.41233399,34,34.02924403
14,0.05,0.95,21,0.497865,22,0.538462,21.05259009,53,0.481527,54,0.544554,53.29309661,32,32.24050652
15,0.05,0.95,19,0.483294,20,0.543021,19.279706,52,0.492792,53,0.542138,52.1460706,33,32.86636461
16,0.05,0.95,17,0.444664,18,0.503881,17.93446139,51,0.491762,52,0.537037,51.18195472,34,33.24749333
17,0.05,0.95,19,0.493726,20,0.540524,19.13406556,53,0.482265,54,0.519465,53.47674731,34,34.34268175
18,0.05,0.95,20,0.48297,21,0.504798,20.78019058,54,0.495878,55,0.569928,54.05566509,34,33.27547451
19,0.05,0.95,20,0.435523,21,0.514107,20.82048509,55,0.49323,56,0.564797,55.09459667,35,34.27411159
0,0.05,1,18,0.473973,19,0.53009,18.46379885,51,0.457011,52,0.5,52,33,33.53620115
1,0.05,1,19,0.484697,20,0.546875,19.24611599,53,0.48927,54,0.543147,53.19915734,34,33.95304135
2,0.05,1,20,0.465649,21,0.530818,20.52710645,53,0.448098,54,0.518023,53.74225241,33,33.21514597
3,0.05,1,19,0.498615,20,0.541073,19.03262047,52,0.433294,53,0.5,53,33,33.96737953
4,0.05,1,18,0.472506,19,0.542641,18.3920154,53,0.451253,54,0.51958,53.71343686,35,35.32142146
5,0.05,1,17,0.465629,18,0.500652,17.98138366,52,0.496333,53,0.555556,52.06191851,35,34.08053485
6,0.05,1,20,0.488697,21,0.547079,20.19360419,51,0.40815,52,0.502478,51.97372996,31,31.78012577
7,0.05,1,20,0.44946,21,0.518874,20.7280952,53,0.445902,54,0.547214,53.53397426,33,32.80587906
8,0.05,1,18,0.47365,19,0.512821,18.67269153,51,0.497297,52,0.557409,51.04496606,33,32.37227453
9,0.05,1,18,0.466538,19,0.511196,18.74929464,52,0.481388,53,0.532092,52.36707163,34,33.61777699
10,0.05,1,18,0.4601,19,0.501587,18.96174705,51,0.477364,52,0.50643,51.77877933,33,32.81703228
11,0.05,1,18,0.48834,19,0.533333,18.25915142,52,0.487822,53,0.519497,52.38446725,34,34.12531582
12,0.05,1,20,0.480226,21,0.548265,20.29062743,55,0.481742,56,0.543721,55.29458365,35,35.00395622
13,0.05,1,17,0.468234,18,0.547573,17.40038317,48,0.453158,49,0.502245,48.95426488,31,31.55388171
14,0.05,1,18,0.461347,19,0.537234,18.50934943,52,0.456825,53,0.513898,52.75648731,34,34.24713788
15,0.05,1,18,0.499035,19,0.532216,18.02908291,51,0.480215,52,0.549638,51.28499201,33,33.2559091
16,0.05,1,19,0.468142,20,0.512325,19.72104656,52,0.455629,53,0.511821,52.78963198,33,33.06858542
17,0.05,1,18,0.4375,19,0.518995,18.76691822,49,0.463415,50,0.520051,49.64596723,31,30.87904901
18,0.05,1,20,0.499323,21,0.552803,20.01265894,53,0.47338,54,0.505195,53.83671224,33,33.8240533
19,0.05,1,19,0.486288,20,0.548047,19.22202432,51,0.467617,52,0.519168,51.62817404,32,32.40614972
0,0.1,0.5,24,0.461489,25,0.503505,24.9165794,66,0.469777,67,0.515573,66.65994847,42,41.74336907
1,0.1,0.5,27,0.432535,28,0.510256,27.86804081,70,0.49703,71,0.541965,70.06609547,43,42.19805466
2,0.1,0.5,26,0.477979,27,0.522008,26.50014763,65,0.48895,66,0.522828,65.32617038,39,38.82602275
3,0.1,0.5,26,0.469638,27,0.500954,26.96953634,66,0.480149,67,0.536999,66.34918206,40,39.37964572
4,0.1,0.5,28,0.48405,29,0.542017,28.27515655,69,0.470314,70,0.526688,69.52659027,41,41.25143372
5,0.1,0.5,27,0.462865,28,0.501284,27.96657904,67,0.486083,68,0.540381,67.25630778,40,39.28972875
6,0.1,0.5,27,0.482072,28,0.516949,27.51403504,66,0.450993,67,0.503778,66.92842664,39,39.4143916
7,0.1,0.5,26,0.474308,27,0.52075,26.55320615,65,0.467902,66,0.533597,65.48859122,39,38.93538507
8,0.1,0.5,24,0.452135,25,0.514344,24.76942243,65,0.498783,66,0.535515,65.03313187,41,40.26370944
9,0.1,0.5,26,0.458831,27,0.511465,26.78217502,65,0.459631,66,0.514608,65.73428888,39,38.95211386
10,0.1,0.5,28,0.468347,29,0.507618,28.80601462,68,0.463318,69,0.523714,68.6073581,40,39.80134349
11,0.1,0.5,30,0.494156,31,0.511445,30.33801839,72,0.494543,73,0.508366,72.39477682,42,42.05675843
12,0.1,0.5,26,0.487948,27,0.520958,26.36510148,61,0.457962,62,0.516717,61.71547953,35,35.35037805
13,0.1,0.5,28,0.487975,29,0.51538,28.43878854,67,0.467337,68,0.527848,67.53978615,39,39.10099761
14,0.1,0.5,26,0.470903,27,0.515573,26.65137676,64,0.453228,65,0.503427,64.93173171,38,38.28035494
15,0.1,0.5,24,0.496658,25,0.535347,24.08638114,63,0.494867,64,0.533149,63.1340839,39,39.04770276
16,0.1,0.5,25,0.454078,26,0.501697,25.96436296,66,0.475577,67,0.535669,66.40642681,41,40.44206385
17,0.1,0.5,26,0.496188,27,0.568654,26.05260398,68,0.488798,69,0.532138,68.25846793,42,42.20586395
18,0.1,0.5,29,0.498458,30,0.542176,29.03527151,69,0.497426,70,0.553373,69.04600783,40,40.01073632
19,0.1,0.5,24,0.473448,25,0.514946,24.63983806,63,0.474555,64,0.509058,63.7374721,39,39.09763404
0,0.1,0.55,25,0.476875,26,0.527465,25.45710615,62,0.481408,63,0.542305,62.3053024,37,36.84819625
1,0.1,0.55,27,0.452365,28,0.523333,27.67121801,64,0.465432,65,0.501641,64.95467978,37,37.28346176
2,0.1,0.55,23,0.46828,24,0.51885,23.62724936,62,0.444803,63,0.516605,62.76873903,39,39.14148968
3,0.1,0.55,27,0.481988,28,0.52574,27.41168404,65,0.473969,66,0.528475,65.47758045,38,38.06589641
4,0.1,0.55,28,0.490314,29,0.532922,28.2273282,65,0.453629,66,0.52901,65.61515501,37,37.38782681
5,0.1,0.55,23,0.481246,24,0.520177,23.48172408,62,0.458763,63,0.518367,62.69184954,39,39.21012546
