Number,EMBRYO,GERMLINE,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
0,0.45,0.7,17,0.461538,18,0.545639,17.45733107,48,0.427386,49,0.506502,48.91781688,31,31.46048581
1,0.45,0.7,18,0.430912,19,0.501393,18.98023581,48,0.417223,49,0.502363,48.97224571,30,29.9920099
2,0.45,0.7,17,0.467114,18,0.545512,17.41947499,49,0.441764,50,0.521494,49.73041515,32,32.31094016
3,0.45,0.7,17,0.457386,18,0.505574,17.88432805,50,0.480605,51,0.572541,50.21096197,33,32.32663393
4,0.45,0.7,16,0.421601,17,0.500662,16.99162672,49,0.461431,50,0.520288,49.65530013,33,32.66367342
5,0.45,0.7,16,0.447952,17,0.520966,16.71284959,47,0.491837,48,0.561356,47.11742114,31,30.40457155
6,0.45,0.7,18,0.497512,19,0.561058,18.03915274,50,0.472857,51,0.530175,50.47355107,32,32.43439833
7,0.45,0.7,18,0.493151,19,0.543478,18.13608997,49,0.471698,50,0.545928,49.38127442,31,31.24518445
8,0.45,0.7,18,0.457823,19,0.5,19,52,0.446512,53,0.527159,52.66323608,34,33.66323608
9,0.45,0.7,17,0.428389,18,0.506165,17.9207339,48,0.446104,49,0.532155,48.62632625,31,30.70559235
10,0.45,0.7,19,0.470085,20,0.518135,19.62258065,52,0.497708,53,0.543158,52.05042904,33,32.4278484
11,0.45,0.7,19,0.49697,20,0.560811,19.04746166,50,0.460417,51,0.51675,50.70266096,31,31.6551993
12,0.45,0.7,16,0.472678,17,0.529714,16.47903079,48,0.476677,49,0.547158,48.33091188,32,31.85188109
13,0.45,0.7,18,0.445596,19,0.510981,18.83205628,50,0.486409,51,0.54083,50.24973815,32,31.41768187
14,0.45,0.7,17,0.491861,18,0.561478,17.1169111,50,0.486963,51,0.568085,50.16070856,33,33.04379746
15,0.45,0.7,18,0.442008,19,0.537249,18.60889743,52,0.450505,53,0.502044,52.96034071,34,34.35144328
16,0.45,0.7,18,0.429768,19,0.50332,18.95486187,51,0.45,52,0.501718,51.96678139,33,33.01191952
17,0.45,0.7,17,0.442634,18,0.52512,17.69546347,50,0.494997,51,0.567719,50.06879624,33,32.37333277
18,0.45,0.7,17,0.46495,18,0.539568,17.4697258,48,0.441985,49,0.518224,48.76096224,31,31.29123643
19,0.45,0.7,17,0.475812,18,0.53534,17.40632979,49,0.43962,50,0.506584,49.90167851,32,32.49534872
0,0.45,0.75,16,0.45847,17,0.513372,16.75643875,49,0.497934,50,0.54386,49.04498541,33,32.28854667
1,0.45,0.75,17,0.432745,18,0.505193,17.928321,48,0.435141,49,0.506076,48.91434412,31,30.98602312
2,0.45,0.75,18,0.491661,19,0.528955,18.22360165,51,0.436629,52,0.549144,51.56322268,33,33.33962103
3,0.45,0.75,17,0.437976,18,0.501277,17.97982654,48,0.427793,49,0.514205,48.83561311,31,30.85578657
4,0.45,0.75,18,0.460852,19,0.523165,18.62824772,50,0.470588,51,0.533682,50.4661616,32,31.83791388
5,0.45,0.75,17,0.460372,18,0.528041,17.58561527,48,0.484021,49,0.547994,48.24977725,31,30.66416198
6,0.45,0.75,18,0.486968,19,0.536619,18.26247205,49,0.475375,50,0.524272,49.50360963,31,31.24113757
7,0.45,0.75,19,0.490262,20,0.572323,19.11866782,51,0.469912,52,0.522237,51.5750215,32,32.45635368
8,0.45,0.75,16,0.464357,17,0.51702,16.67681294,47,0.444934,48,0.519444,47.73904174,31,31.0622288
9,0.45,0.75,18,0.465273,19,0.543583,18.4434555,50,0.446794,51,0.500322,50.99398446,32,32.55052896
10,0.45,0.75,19,0.494521,20,0.5701,19.07249368,49,0.489938,50,0.560432,49.14273555,30,30.07024187
11,0.45,0.75,16,0.4499,17,0.505678,16.89820359,48,0.45515,49,0.527344,48.62124276,32,31.72303917
12,0.45,0.75,15,0.425763,16,0.50099,15.98683983,48,0.493721,49,0.515997,48.28187287,33,32.29503304
13,0.45,0.75,17,0.455706,18,0.504895,17.90048588,49,0.446704,50,0.54576,49.53803909,32,31.63755321
14,0.45,0.75,16,0.474705,17,0.524423,16.50876946,47,0.480667,48,0.555011,47.26004789,31,30.75127843
15,0.45,0.75,16,0.445585,17,0.526767,16.67028405,49,0.491042,50,0.53173,49.22016319,33,32.54987914
16,0.45,0.75,18,0.453287,19,0.508537,18.84548416,51,0.437583,52,0.51511,51.80510016,33,32.959616
17,0.45,0.75,18,0.455973,19,0.522849,18.65833782,51,0.484967,52,0.539683,51.27474596,33,32.61640814
18,0.45,0.75,16,0.488279,17,0.579974,16.12782594,50,0.479893,51,0.534025,50.37144388,34,34.24361793
19,0.45,0.75,19,0.486798,20,0.550168,19.20833202,51,0.476158,52,0.547455,51.33440397,32,32.12607195
0,0.45,0.8,16,0.457293,17,0.542138,16.50335317,47,0.485443,48,0.545629,47.24186688,31,30.73851371
1,0.45,0.8,17,0.455571,18,0.534304,17.56429959,52,0.487161,53,0.537634,52.25437363,35,34.69007403
2,0.45,0.8,16,0.453835,17,0.506073,16.88374363,49,0.435452,50,0.51313,49.83096887,33,32.94722524
3,0.45,0.8,16,0.422043,17,0.500697,16.9911384,49,0.494971,50,0.570508,49.06657664,33,32.07543824
4,0.45,0.8,16,0.473934,17,0.539216,16.39928311,50,0.477076,51,0.533512,50.40619463,34,34.00691152
5,0.45,0.8,18,0.465584,19,0.526652,18.56356848,49,0.436821,50,0.511929,49.84117537,31,31.27760689
6,0.45,0.8,18,0.468541,19,0.563283,18.33204914,48,0.439042,49,0.504557,48.93044341,30,30.59839427
7,0.45,0.8,18,0.489618,19,0.566833,18.13445574,50,0.469863,51,0.532572,50.48058492,32,32.34612918
8,0.45,0.8,17,0.470418,18,0.530417,17.49304155,49,0.49821,50,0.548091,49.03588541,32,31.54284386
9,0.45,0.8,17,0.444521,18,0.511394,17.82961733,48,0.430546,49,0.518447,48.79013891,31,30.96052157
10,0.45,0.8,17,0.479638,18,0.555635,17.26793163,49,0.471429,50,0.514754,49.65945759,32,32.39152596
11,0.45,0.8,17,0.449216,18,0.522267,17.69518556,49,0.464633,50,0.555479,49.38930718,32,31.69412162
12,0.45,0.8,18,0.492109,19,0.543324,18.15407595,50,0.457183,51,0.539491,50.5202046,32,32.36612864
13,0.45,0.8,17,0.486755,18,0.538108,17.25792067,48,0.464031,49,0.547333,48.43179035,31,31.17386969
14,0.45,0.8,17,0.485207,18,0.545116,17.2469245,50,0.485849,51,0.570487,50.1671944,33,32.9202699
15,0.45,0.8,17,0.448936,18,0.524739,17.67364088,48,0.47191,49,0.530681,48.47795682,31,30.80431593
16,0.45,0.8,18,0.444524,19,0.512943,18.8108274,51,0.453979,52,0.511611,51.79853207,33,32.98770466
17,0.45,0.8,16,0.443239,17,0.503198,16.94666355,49,0.453103,50,0.52082,49.69254397,33,32.74588042
18,0.45,0.8,18,0.487365,19,0.549573,18.20310892,49,0.486172,50,0.56468,49.17613492,31,30.97302599
19,0.45,0.8,18,0.469729,19,0.542282,18.41722603,49,0.470423,50,0.519645,49.60088985,31,31.18366382
0,0.45,0.85,16,0.490378,17,0.52628,16.26800735,50,0.483168,51,0.536048,50.3183056,34,34.05029824
1,0.45,0.85,17,0.498956,18,0.552684,17.01943121,49,0.490897,50,0.559333,49.13301479,32,32.11358358
2,0.45,0.85,19,0.484231,20,0.559783,19.20871717,50,0.441844,51,0.508082,50.87798545,31,31.66926827
3,0.45,0.85,16,0.476,17,0.501652,16.93559956,48,0.490528,49,0.545845,48.17123127,32,31.2356317
4,0.45,0.85,17,0.480159,18,0.550181,17.2833538,49,0.458996,50,0.532988,49.55416802,32,32.27081422
5,0.45,0.85,17,0.475255,18,0.523591,17.51193727,49,0.490278,50,0.533155,49.22674161,32,31.71480434
6,0.45,0.85,17,0.485846,18,0.562753,17.18404046,47,0.451962,48,0.508175,47.85457101,30,30.67053054
7,0.45,0.85,18,0.488055,19,0.543165,18.21674832,49,0.485897,50,0.543345,49.24549157,31,31.02874325
8,0.45,0.85,17,0.474453,18,0.537179,17.40727928,49,0.486131,50,0.568133,49.16913002,32,31.76185074
9,0.45,0.85,17,0.478562,18,0.53617,17.37213581,48,0.458537,49,0.54749,48.46612256,31,31.09398674
10,0.45,0.85,16,0.496603,17,0.548537,16.06540994,48,0.484417,49,0.546738,48.25004413,32,32.18463418
11,0.45,0.85,17,0.432073,18,0.501404,17.97974932,48,0.48338,49,0.54245,48.2813611,31,30.30161178
12,0.45,0.85,16,0.485512,17,0.546441,16.23778496,48,0.431767,49,0.501769,48.97472929,32,32.73694433
13,0.45,0.85,17,0.471774,18,0.527429,17.50716018,48,0.48257,49,0.532117,48.35178719,31,30.84462701
14,0.45,0.85,17,0.476621,18,0.503158,17.88099634,51,0.454175,52,0.531735,51.5908329,34,33.70983656
15,0.45,0.85,16,0.468667,17,0.50203,16.93915415,49,0.461433,50,0.530175,49.56103983,33,32.62188568
16,0.45,0.85,16,0.456643,17,0.530314,16.58852194,48,0.477978,49,0.52208,48.49934243,32,31.91082049
17,0.45,0.85,18,0.479452,19,0.519531,18.51268744,50,0.465969,51,0.540323,50.45768889,32,31.94500145
18,0.45,0.85,17,0.439604,18,0.512077,17.83335863,47,0.464725,48,0.517173,47.67257093,30,29.8392123
19,0.45,0.85,17,0.468792,18,0.56158,17.3363366,49,0.459756,50,0.569767,49.36581796,32,32.02948137
0,0.45,0.9,18,0.497207,19,0.564035,18.04179386,50,0.491502,51,0.523938,50.26199285,32,32.22019899
1,0.45,0.9,16,0.421053,17,0.501602,16.98011148,47,0.439383,48,0.509554,47.86384689,31,30.8837354
2,0.45,0.9,16,0.406936,17,0.500346,16.9962959,48,0.452397,49,0.505133,48.90266611,32,31.90637021
3,0.45,0.9,16,0.459534,17,0.527656,16.59402249,48,0.475266,49,0.511387,48.68475402,32,32.09073153
4,0.45,0.9,17,0.466187,18,0.53159,17.51699463,46,0.413455,47,0.502861,46.96799991,29,29.45100528
5,0.45,0.9,15,0.436016,16,0.514677,15.81341453,47,0.4846,48,0.538618,47.28509016,32,31.47167563
6,0.45,0.9,17,0.473684,18,0.542977,17.37977862,48,0.433735,49,0.500651,48.99027139,31,31.61049276
7,0.45,0.9,17,0.440794,18,0.510903,17.84448502,49,0.496032,50,0.533208,49.10673553,32,31.26225051
8,0.45,0.9,16,0.473239,17,0.535065,16.43284379,48,0.438185,49,0.51161,48.84187947,32,32.40903568
9,0.45,0.9,16,0.4265,17,0.511196,16.86780958,48,0.446912,49,0.50996,48.84202512,32,31.97421555
10,0.45,0.9,17,0.49503,18,0.551144,17.0885697,48,0.477893,49,0.52082,48.51499057,31,31.42642087
11,0.45,0.9,18,0.4747,19,0.524278,18.51030699,48,0.466838,49,0.552298,48.38804119,30,29.8777342
12,0.45,0.9,18,0.488518,19,0.549223,18.18914422,49,0.434091,50,0.508036,49.89132463,31,31.70218041
13,0.45,0.9,16,0.435365,17,0.511019,16.85435007,49,0.494908,50,0.583668,49.05736818,33,32.20301812
14,0.45,0.9,17,0.442529,18,0.525375,17.69370881,50,0.452479,51,0.513828,50.77460105,33,33.08089224
15,0.45,0.9,17,0.495495,18,0.558379,17.07163984,48,0.48686,49,0.548647,48.21266609,31,31.14102625
16,0.45,0.9,16,0.471711,17,0.506771,16.80687393,46,0.457143,47,0.514051,46.75309271,30,29.94621878
17,0.45,0.9,17,0.497574,18,0.572779,17.03225849,46,0.453114,47,0.504814,46.90688588,29,29.87462739
18,0.45,0.9,17,0.453552,18,0.520105,17.69790994,48,0.469571,49,0.535642,48.46055001,31,30.76264008
19,0.45,0.9,17,0.448514,18,0.520861,17.71165356,47,0.471612,48,0.525232,47.52942932,30,29.81777576
0,0.45,0.95,16,0.460811,17,0.522822,16.63196852,50,0.452082,51,0.510291,50.82320603,34,34.19123751
1,0.45,0.95,17,0.481172,18,0.514909,17.55808163,47,0.45461,48,0.536962,47.55117058,30,29.99308895
2,0.45,0.95,18,0.482735,19,0.562339,18.21688609,47,0.46203,48,0.530599,47.55374878,29,29.33686269
3,0.45,0.95,17,0.491848,18,0.557516,17.12413961,49,0.486034,50,0.537419,49.27179138,32,32.14765177
4,0.45,0.95,17,0.479196,18,0.53776,17.3552353,47,0.424185,48,0.503383,47.95728427,30,30.60204898
5,0.45,0.95,17,0.485041,18,0.559403,17.20116457,47,0.488841,48,0.536059,47.23632937,30,30.03516479
6,0.45,0.95,17,0.487413,18,0.53355,17.27281791,47,0.437151,48,0.52689,47.70035325,30,30.42753533
7,0.45,0.95,16,0.45348,17,0.520706,16.69199417,48,0.456221,49,0.529872,48.59441148,32,31.90241731
8,0.45,0.95,19,0.44422,20,0.516715,19.76943237,50,0.499338,51,0.570745,50.0092708,31,30.23983843
9,0.45,0.95,19,0.466403,20,0.522623,19.59759872,50,0.494964,51,0.549342,50.09261098,31,30.49501226
10,0.45,0.95,16,0.463464,17,0.52799,16.56622137,48,0.495277,49,0.561188,48.07165723,32,31.50543587
11,0.45,0.95,18,0.468468,19,0.532947,18.48902744,50,0.489915,51,0.542667,50.19117759,32,31.70215015
12,0.45,0.95,17,0.462203,18,0.542161,17.47271067,47,0.43801,48,0.513717,47.81881464,30,30.34610397
13,0.45,0.95,18,0.475067,19,0.55911,18.29666956,48,0.461988,49,0.548611,48.4388211,30,30.14215154
14,0.45,0.95,17,0.465734,18,0.544855,17.43308351,47,0.41878,48,0.509511,47.89517365,30,30.46209014
15,0.45,0.95,17,0.434238,18,0.522663,17.7437037,46,0.461638,47,0.529299,46.56697359,29,28.82326989
16,0.45,0.95,15,0.482143,16,0.543494,15.2910629,45,0.447829,46,0.507452,45.87501468,30,30.58395178
17,0.45,0.95,18,0.463235,19,0.525891,18.58677541,49,0.473755,50,0.5189,49.58134899,31,30.99457358
18,0.45,0.95,16,0.496881,17,0.562203,16.04774808,49,0.450875,50,0.52321,49.67913182,33,33.63138374
19,0.45,0.95,16,0.459897,17,0.543158,16.48165408,48,0.475288,49,0.538957,48.38813237,32,31.9064783
0,0.45,1,15,0.433465,16,0.500357,15.99466304,46,0.499356,47,0.57209,46.00885418,31,30.01419114
1,0.45,1,16,0.499277,17,0.550484,16.01411916,45,0.43978,46,0.515879,45.7913376,29,29.77721844
2,0.45,1,16,0.460026,17,0.530152,16.57003109,46,0.478737,47,0.548847,46.30328056,30,29.73324947
3,0.45,1,16,0.458153,17,0.507088,16.8551548,46,0.475626,47,0.537037,46.39689958,30,29.54174478
4,0.45,1,17,0.483397,18,0.592339,17.1524022,47,0.419332,48,0.501292,47.98423621,30,30.83183402
5,0.45,1,16,0.457728,17,0.533289,16.55944204,45,0.449628,46,0.513274,45.79144015,29,29.23199811
6,0.45,1,15,0.426897,16,0.519971,15.7854288,44,0.435728,45,0.521534,44.74903853,29,28.96360973
7,0.45,1,17,0.492977,18,0.559802,17.1050954,47,0.495277,48,0.54617,47.09280255,30,29.98770715
8,0.45,1,18,0.467333,19,0.561346,18.34747322,49,0.480258,50,0.548587,49.28892564,31,30.94145242
9,0.45,1,17,0.449936,18,0.525424,17.66320475,45,0.455688,46,0.518724,45.70296339,28,28.03975864
10,0.45,1,16,0.462594,17,0.558282,16.39091631,46,0.48565,47,0.527529,46.34265384,30,29.95173752
11,0.45,1,16,0.485104,17,0.546649,16.24203428,47,0.468571,48,0.544087,47.41618995,31,31.17415566
12,0.45,1,16,0.461437,17,0.527955,16.57973782,48,0.468188,49,0.550776,48.38518913,32,31.80545132
13,0.45,1,16,0.493793,17,0.564815,16.08739545,46,0.498371,47,0.530556,46.05061364,30,29.96321818
14,0.45,1,17,0.498216,18,0.567301,17.02582326,45,0.465147,46,0.539177,45.47079562,28,28.44497236
15,0.45,1,16,0.475543,17,0.564139,16.27605084,47,0.487233,48,0.537433,47.25432271,31,30.97827187
16,0.45,1,16,0.477058,17,0.543616,16.34469185,50,0.466667,51,0.541272,50.44679311,34,34.10210126
17,0.45,1,16,0.446955,17,0.521652,16.71013561,47,0.473646,48,0.530156,47.46635994,31,30.75622432
18,0.45,1,17,0.474815,18,0.563037,17.28547301,48,0.497167,49,0.535844,48.07324767,31,30.78777466
19,0.45,1,17,0.458564,18,0.562891,17.39717427,48,0.479286,49,0.568072,48.23330255,31,30.83612828
0,0.5,0.5,18,0.479243,19,0.568999,18.23126031,51,0.464546,52,0.519499,51.64516951,33,33.4139092
1,0.5,0.5,17,0.481879,18,0.537859,17.32370489,50,0.486084,51,0.546519,50.23026392,33,32.90655903
2,0.5,0.5,17,0.485417,18,0.565217,17.18274436,49,0.469471,50,0.509859,49.75589284,32,32.57314848
3,0.5,0.5,19,0.492795,20,0.55496,19.11590123,51,0.482313,52,0.524934,51.41498322,32,32.29908199
4,0.5,0.5,18,0.482947,19,0.534247,18.33241715,51,0.49692,52,0.541752,51.06870093,33,32.73628377
5,0.5,0.5,18,0.461484,19,0.533611,18.53400252,50,0.497347,51,0.547802,50.05258151,32,31.51857898
6,0.5,0.5,18,0.446462,19,0.525667,18.67594218,50,0.442377,51,0.520212,50.74032248,32,32.0643803
7,0.5,0.5,17,0.495968,18,0.550331,17.07416809,50,0.470629,51,0.536691,50.4445975,33,33.37042941
8,0.5,0.5,19,0.484911,20,0.542955,19.25995796,51,0.461813,52,0.522843,51.62570867,32,32.3657507
9,0.5,0.5,18,0.442556,19,0.513006,18.8153868,52,0.471631,53,0.556381,52.33473746,34,33.51935066
10,0.5,0.5,18,0.481063,19,0.564318,18.22745781,50,0.467953,51,0.533117,50.49178995,32,32.26433214
11,0.5,0.5,20,0.475721,21,0.526279,20.48022074,53,0.43904,54,0.509485,53.86535595,33,33.38513521
12,0.5,0.5,19,0.444068,20,0.506667,19.8934967,52,0.472141,53,0.548606,52.36433662,33,32.47083992
13,0.5,0.5,18,0.481903,19,0.532247,18.35946687,53,0.499317,54,0.573058,53.00926215,35,34.64979528
14,0.5,0.5,19,0.466332,20,0.526351,19.5609557,51,0.425606,52,0.503626,51.95352474,32,32.39256904
15,0.5,0.5,17,0.466346,18,0.546512,17.41980391,48,0.433116,49,0.501752,48.97447404,31,31.55467013
16,0.5,0.5,18,0.469415,19,0.54375,18.41144817,50,0.473397,51,0.537682,50.41382904,32,32.00238087
17,0.5,0.5,16,0.469181,17,0.529219,16.51332489,46,0.452398,47,0.511514,46.80523039,30,30.2919055
18,0.5,0.5,19,0.47354,20,0.520744,19.56054572,51,0.455102,52,0.502628,51.94470395,32,32.38415824
19,0.5,0.5,18,0.448525,19,0.531697,18.61889819,51,0.423237,52,0.504213,51.94797224,33,33.32907405
0,0.5,0.55,18,0.43826,19,0.514502,18.80978988,50,0.494498,51,0.515278,50.26477382,32,31.45498394
1,0.5,0.55,18,0.450192,19,0.512953,18.79361387,50,0.497948,51,0.572448,50.02754362,32,31.23392976
2,0.5,0.55,17,0.481563,18,0.51436,17.56215508,50,0.498289,51,0.603722,50.01622832,33,32.45407324
3,0.5,0.55,21,0.476736,22,0.519865,21.53940504,56,0.458333,57,0.513256,56.75864392,35,35.21923888
4,0.5,0.55,17,0.480104,18,0.531077,17.39032429,48,0.454065,49,0.548857,48.48458731,31,31.09426302
5,0.5,0.55,17,0.450667,18,0.519051,17.72141144,48,0.479152,49,0.559724,48.25874994,31,30.5373385
6,0.5,0.55,17,0.472112,18,0.521484,17.56485457,52,0.480614,53,0.539174,52.33104508,35,34.76619051
7,0.5,0.55,17,0.46244,18,0.502158,17.94566695,47,0.462759,48,0.536054,47.50809741,30,29.56243046
8,0.5,0.55,17,0.460079,18,0.516129,17.71223907,50,0.486784,51,0.546421,50.22160739,33,32.50936832
9,0.5,0.55,18,0.456554,19,0.531655,18.57850095,51,0.480519,52,0.551592,51.27409846,33,32.69559751
10,0.5,0.55,18,0.451827,19,0.528354,18.62949025,53,0.487333,54,0.529762,53.29854581,35,34.66905556
11,0.5,0.55,18,0.45733,19,0.512227,18.7772738,53,0.456721,54,0.524752,53.63616587,35,34.85889206
12,0.5,0.55,17,0.47394,18,0.540155,17.39356641,49,0.478937,50,0.53342,49.38659765,32,31.99303124
13,0.5,0.55,18,0.494253,19,0.534294,18.14352788,52,0.474588,53,0.541695,52.37867883,34,34.23515094
14,0.5,0.55,17,0.454737,18,0.517313,17.72332843,50,0.463365,51,0.512483,50.74585692,33,33.02252848
15,0.5,0.55,17,0.445055,18,0.519395,17.73910412,48,0.480529,49,0.55305,48.26848775,31,30.52938363
16,0.5,0.55,18,0.481085,19,0.549872,18.27497928,49,0.448425,50,0.506596,49.88661017,31,31.61163088
17,0.5,0.55,17,0.432806,18,0.517846,17.79014581,48,0.444966,49,0.517606,48.75762665,31,30.96748084
18,0.5,0.55,18,0.475157,19,0.535389,18.41245517,51,0.464409,52,0.526657,51.57176134,33,33.15930617
19,0.5,0.55,17,0.468859,18,0.55665,17.35471745,49,0.452608,50,0.523145,49.67187434,32,32.31715688
0,0.5,0.6,17,0.483088,18,0.537884,17.30863567,52,0.477335,53,0.553779,52.29649155,35,34.98785588
1,0.5,0.6,17,0.443313,18,0.512016,17.82510225,50,0.491514,51,0.531186,50.21390401,33,32.38880176
2,0.5,0.6,18,0.442211,19,0.522631,18.7185899,52,0.491951,53,0.558824,52.12036248,34,33.40177258
3,0.5,0.6,18,0.457197,19,0.507338,18.8536527,52,0.496301,53,0.574309,52.04741821,34,33.19376551
4,0.5,0.6,17,0.497093,18,0.576777,17.0364816,48,0.464912,49,0.538036,48.47984246,31,31.44336086
5,0.5,0.6,18,0.497301,19,0.571523,18.03636388,49,0.484009,50,0.552381,49.23388229,31,31.19751841
6,0.5,0.6,18,0.447973,19,0.532215,18.6175898,51,0.472772,52,0.549129,51.35658813,33,32.73899833
7,0.5,0.6,18,0.431399,19,0.526567,18.72084104,50,0.478321,51,0.562797,50.2566291,32,31.53578806
8,0.5,0.6,16,0.431751,17,0.504172,16.9423924,50,0.490437,51,0.556944,50.14378938,34,33.20139698
9,0.5,0.6,18,0.488062,19,0.549347,18.19479481,50,0.492784,51,0.544018,50.14084397,32,31.94604916
10,0.5,0.6,17,0.429287,18,0.501668,17.97695528,50,0.46873,51,0.516021,50.66122518,33,32.6842699
11,0.5,0.6,17,0.465886,18,0.520231,17.62773024,49,0.459874,50,0.519746,49.67019642,32,32.04246618
12,0.5,0.6,17,0.498628,18,0.541278,17.03216882,47,0.440897,48,0.50765,47.88539841,30,30.85322959
13,0.5,0.6,18,0.493785,19,0.547236,18.11627472,49,0.457426,50,0.520619,49.67371386,31,31.55743914
14,0.5,0.6,18,0.469572,19,0.531429,18.49190876,50,0.474376,51,0.521768,50.54068197,32,32.04877321
15,0.5,0.6,17,0.456908,18,0.533422,17.56319105,50,0.482426,51,0.562628,50.21912172,33,32.65593067
16,0.5,0.6,19,0.464261,20,0.515172,19.70198975,51,0.461641,52,0.515254,51.71547945,32,32.01348971
17,0.5,0.6,16,0.413494,17,0.502277,16.9743532,50,0.497984,51,0.566099,50.02959701,34,33.05524381
18,0.5,0.6,18,0.447619,19,0.50299,18.94600061,50,0.443631,51,0.550069,50.52959469,32,31.58359408
19,0.5,0.6,19,0.44311,20,0.523942,19.70380542,52,0.468637,53,0.514789,52.67955885,33,32.97575343
0,0.5,0.65,17,0.492528,18,0.558702,17.11291444,49,0.461871,50,0.5,50,32,32.88708556
1,0.5,0.65,17,0.46794,18,0.536926,17.46473197,48,0.424098,49,0.5,49,31,31.53526803
2,0.5,0.65,16,0.440541,17,0.509706,16.85966891,48,0.492182,49,0.575779,48.0935201,32,31.23385119
3,0.5,0.65,18,0.489478,19,0.522059,18.32294896,51,0.492901,52,0.552778,51.11855971,33,32.79561076
4,0.5,0.65,17,0.462185,18,0.520979,17.64317788,50,0.442472,51,0.502066,50.96533208,33,33.32215421
5,0.5,0.65,18,0.489933,19,0.561905,18.13987384,49,0.454486,50,0.515562,49.7452027,31,31.60532886
6,0.5,0.65,17,0.473684,18,0.51,17.72463928,50,0.473046,51,0.536984,50.42156464,33,32.69692536
7,0.5,0.65,17,0.468536,18,0.514306,17.68743719,49,0.481988,50,0.566075,49.21420671,32,31.52676953
8,0.5,0.65,17,0.447313,18,0.522976,17.69633771,50,0.499277,51,0.573491,50.0097421,33,32.31340439
9,0.5,0.65,17,0.473001,18,0.53529,17.43344732,50,0.452974,51,0.503669,50.927626,33,33.49417868
10,0.5,0.65,19,0.4755,20,0.532314,19.43123174,51,0.474191,52,0.518569,51.58157195,32,32.15034021
11,0.5,0.65,18,0.449966,19,0.507338,18.87209789,49,0.481078,50,0.530909,49.37972347,31,30.50762558
12,0.5,0.65,17,0.450796,18,0.540411,17.54905987,48,0.492006,49,0.551344,48.13471974,31,30.58565987
13,0.5,0.65,18,0.473214,19,0.547355,18.36128458,50,0.448394,51,0.529693,50.63476796,32,32.27348338
14,0.5,0.65,19,0.499661,20,0.569241,19.00487209,52,0.481979,53,0.535221,52.33847339,33,33.3336013
15,0.5,0.65,18,0.494774,19,0.576109,18.06425278,49,0.495307,50,0.559657,49.07292929,31,31.00867651
16,0.5,0.65,17,0.41601,18,0.506986,17.92321052,47,0.496711,48,0.544394,47.06897636,30,29.14576585
17,0.5,0.65,18,0.472,19,0.526389,18.51480998,50,0.498179,51,0.564528,50.02744578,32,31.5126358
18,0.5,0.65,18,0.490437,19,0.552725,18.15352877,47,0.433176,48,0.501403,47.97943629,29,29.82590752
19,0.5,0.65,16,0.494639,17,0.529524,16.15367637,46,0.468296,47,0.546658,46.40458385,30,30.25090749
0,0.5,0.7,16,0.440111,17,0.50924,16.86633685,48,0.435226,49,0.51023,48.86360727,32,31.99727043
1,0.5,0.7,16,0.436853,17,0.525456,16.71269596,47,0.422949,48,0.510877,47.87629652,31,31.16360056
2,0.5,0.7,19,0.437778,20,0.533333,19.65116425,49,0.490463,50,0.586086,49.09973542,30,29.44857117
3,0.5,0.7,18,0.496512,19,0.574372,18.04479836,49,0.469665,50,0.522631,49.5727259,31,31.52792754
4,0.5,0.7,18,0.434211,19,0.505356,18.92471713,49,0.483665,50,0.551701,49.24009348,31,30.31537635
5,0.5,0.7,16,0.463241,17,0.52242,16.62114939,49,0.454407,50,0.525794,49.63867371,33,33.01752431
6,0.5,0.7,17,0.476478,18,0.536241,17.39358801,48,0.433243,49,0.510027,48.8694129,31,31.47582489
7,0.5,0.7,16,0.483646,17,0.534601,16.32094986,47,0.43601,48,0.50033,47.9948694,31,31.67391955
8,0.5,0.7,15,0.447678,16,0.510566,15.83198702,47,0.430135,48,0.504127,47.9442237,32,32.11223668
9,0.5,0.7,17,0.485975,18,0.561905,17.1847096,49,0.486435,50,0.546138,49.22720801,32,32.04249841
10,0.5,0.7,18,0.464474,19,0.547534,18.4277149,51,0.47412,52,0.554949,51.32018211,33,32.89246721
11,0.5,0.7,17,0.439869,18,0.511294,17.84187609,46,0.466716,47,0.561721,46.35033946,29,28.50846336
12,0.5,0.7,18,0.455142,19,0.504841,18.90259361,51,0.467277,52,0.532934,51.49839316,33,32.59579955
13,0.5,0.7,18,0.483279,19,0.532946,18.33666217,50,0.477661,51,0.581673,50.2147733,32,31.87811113
14,0.5,0.7,17,0.481322,18,0.543079,17.30244345,47,0.472543,48,0.516598,47.62324367,30,30.32080022
15,0.5,0.7,19,0.480392,20,0.545806,19.29975235,51,0.431712,52,0.50271,51.96182991,32,32.66207756
16,0.5,0.7,16,0.444816,17,0.503551,16.93954201,48,0.454545,49,0.516084,48.73863729,32,31.79909528
17,0.5,0.7,17,0.497899,18,0.553936,17.03749308,47,0.447592,48,0.529785,47.63762121,30,30.60012812
18,0.5,0.7,17,0.473328,18,0.536158,17.42451058,48,0.453262,49,0.506321,48.88086847,31,31.45635788
19,0.5,0.7,17,0.493169,18,0.565975,17.09382468,48,0.499366,49,0.542406,48.01473048,31,30.9209058
