Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
12,0.5,0.3,5,0.818798,6,0.772487,5.405907884,23,0.803804,24,0.733539,23.05413791,18,17.64823002
13,0.5,0.3,5,0.832472,6,0.754864,5.418410473,23,0.816367,24,0.756504,23.27340761,18,17.85499714
14,0.5,0.3,6,0.804714,7,0.728088,6.061519589,23,0.850643,24,0.77305,23.65267485,17,17.59115527
15,0.5,0.3,4,0.841346,5,0.774892,4.622174737,23,0.820837,24,0.786075,23.59941891,19,18.97724417
16,0.5,0.3,5,0.811992,6,0.693666,5.101347126,26,0.830558,27,0.799201,26.97451925,21,21.87317212
17,0.5,0.3,5,0.846829,6,0.789247,5.813257615,23,0.852941,24,0.790487,23.84767989,18,18.03442228
18,0.5,0.3,5,0.849593,6,0.74974,5.49666009,23,0.825447,24,0.730042,23.26672606,18,17.77006597
19,0.5,0.3,5,0.848283,6,0.769492,5.612798416,25,0.824351,26,0.767956,25.4317936,20,19.81899518
0,0.5,0.35,5,0.832237,6,0.762777,5.46410884,23,0.833333,24,0.789916,23.76774075,18,18.30363191
1,0.5,0.35,5,0.828491,6,0.77551,5.537758819,23,0.833684,24,0.778656,23.61212474,18,18.07436592
2,0.5,0.35,5,0.85874,6,0.780515,5.750910834,23,0.805348,24,0.737778,23.07914755,18,17.32823672
3,0.5,0.35,5,0.861966,6,0.785037,5.805495977,25,0.808163,26,0.757301,25.1604931,20,19.35499712
4,0.5,0.35,5,0.847147,6,0.779162,5.693491211,24,0.809572,25,0.77176,24.25314715,19,18.55965594
5,0.5,0.35,5,0.828203,6,0.746269,5.344216076,22,0.810863,23,0.738542,22.15020533,17,16.80598926
6,0.5,0.35,6,0.804103,7,0.753846,6.081640369,27,0.815603,28,0.786397,27.53423954,21,21.45259917
7,0.5,0.35,5,0.846626,6,0.78481,5.754270739,23,0.805835,24,0.752953,23.11034,18,17.35606926
8,0.5,0.35,6,0.814542,7,0.717098,6.149234432,26,0.82243,27,0.770311,26.43036129,20,20.28112686
9,0.5,0.35,4,0.822222,5,0.765703,4.393177516,25,0.855397,26,0.788337,25.82608112,21,21.43290361
10,0.5,0.35,5,0.844515,6,0.780612,5.696602663,23,0.847868,24,0.799599,23.99169239,18,18.29508973
11,0.5,0.35,5,0.836676,6,0.780538,5.653318608,25,0.839679,26,0.785939,25.73835132,20,20.08503271
12,0.5,0.35,5,0.825103,6,0.786667,5.653111666,25,0.804458,26,0.760045,25.10037602,20,19.44726435
13,0.5,0.35,5,0.833825,6,0.75782,5.445036511,22,0.82205,23,0.752137,22.31539199,17,16.87035548
14,0.5,0.35,4,0.869301,5,0.799193,4.988489188,24,0.806946,25,0.75841,24.14311027,20,19.15462108
15,0.5,0.35,5,0.858696,6,0.789047,5.842740025,30,0.823958,31,0.790202,30.70974049,25,24.86700047
16,0.5,0.35,6,0.800204,7,0.743776,6.003615226,25,0.848168,26,0.780538,25.7122283,19,19.70861307
17,0.5,0.35,5,0.820144,6,0.739274,5.249091134,24,0.808656,25,0.768085,24.21335437,19,18.96426323
18,0.5,0.35,5,0.821622,6,0.738417,5.259864191,19,0.84561,20,0.781089,19.70690163,14,14.44703744
19,0.5,0.35,6,0.835084,7,0.74331,6.382286922,26,0.844758,27,0.791667,26.84304308,20,20.46075615
0,0.5,0.4,5,0.807692,6,0.715402,5.083345975,25,0.827425,26,0.755342,25.38046419,20,20.29711821
1,0.5,0.4,7,0.808533,8,0.75326,7.154379172,31,0.803172,32,0.756785,31.06838123,24,23.91400206
2,0.5,0.4,6,0.803158,7,0.768894,6.092166706,25,0.83351,26,0.775335,25.57602063,19,19.48385392
3,0.5,0.4,6,0.807527,7,0.725894,6.092205358,22,0.829244,23,0.768823,22.48400391,16,16.39179855
