Number,GERMLINE,EMBRYO,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
11,0.5,0.15,30,0.471198,31,0.559167,30.32741079,130,0.466402,131,0.542642,130.4406873,100,100.1132765
12,0.5,0.15,27,0.482143,28,0.50387,27.82188061,125,0.48301,126,0.502787,125.8590787,98,98.03719812
13,0.5,0.15,25,0.484813,26,0.537776,25.28674735,128,0.480551,129,0.535266,128.3554601,103,103.0687128
14,0.5,0.15,27,0.496858,28,0.547524,27.06201397,123,0.465086,124,0.514778,123.7026081,96,96.64059409
15,0.5,0.15,28,0.479138,29,0.520149,28.50869279,120,0.467599,121,0.508431,120.7935198,92,92.284827
16,0.5,0.15,30,0.483409,31,0.504717,30.77862775,131,0.473541,132,0.513927,131.6551528,101,100.876525
17,0.5,0.15,33,0.47694,34,0.522508,33.50605688,139,0.496533,140,0.542528,139.0753778,106,105.5693209
18,0.5,0.15,30,0.480583,31,0.522446,30.46382247,122,0.464183,123,0.513552,122.7254958,92,92.26167329
19,0.5,0.15,26,0.446677,27,0.50192,26.96524447,132,0.486422,133,0.509021,132.600823,106,105.6355786
0,0.5,0.2,28,0.472761,29,0.529908,28.47664794,129,0.451565,130,0.503115,129.9395732,101,101.4629253
1,0.5,0.2,33,0.479197,34,0.523867,33.46570405,140,0.468795,141,0.522003,140.586472,107,107.1207679
2,0.5,0.2,27,0.493333,28,0.53543,27.15837233,130,0.44802,131,0.528846,130.6431099,103,103.4847376
3,0.5,0.2,26,0.46162,27,0.5142,26.72993534,122,0.446043,123,0.520768,122.7220743,96,95.99213894
4,0.5,0.2,29,0.486572,30,0.528186,29.32267987,130,0.468265,131,0.518533,130.6313161,101,101.3086363
5,0.5,0.2,31,0.486227,32,0.533691,31.29017782,132,0.437324,133,0.501502,132.9765963,101,101.6864185
6,0.5,0.2,30,0.461288,31,0.52314,30.62588114,145,0.496032,146,0.557394,145.0646654,115,114.4387843
7,0.5,0.2,28,0.494866,29,0.518038,28.2215605,138,0.458824,139,0.527958,138.595597,110,110.3740365
8,0.5,0.2,30,0.493952,31,0.557631,30.09497637,128,0.466393,129,0.509705,128.7759281,98,98.68095178
9,0.5,0.2,33,0.472619,34,0.519466,33.58447713,134,0.480614,135,0.507068,134.7328192,101,101.1483421
10,0.5,0.2,31,0.479446,32,0.518519,31.526041,126,0.497064,127,0.535494,126.0763986,95,94.55035765
11,0.5,0.2,28,0.487132,29,0.506637,28.65972827,127,0.493297,128,0.509905,127.4036007,99,98.7438724
12,0.5,0.2,28,0.43516,29,0.500388,28.99405163,134,0.459762,135,0.510033,134.8004217,106,105.8063701
13,0.5,0.2,28,0.477909,29,0.531379,28.41314756,123,0.482087,124,0.544313,123.28787,95,94.87472246
14,0.5,0.2,28,0.497332,29,0.554552,28.04662705,128,0.45087,129,0.511731,128.8072493,100,100.7606223
15,0.5,0.2,28,0.449367,29,0.515948,28.76047221,132,0.482677,133,0.508346,132.6748607,104,103.9143885
16,0.5,0.2,27,0.487956,28,0.511478,27.51203129,140,0.471139,141,0.5164,140.6376571,113,113.1256259
17,0.5,0.2,25,0.452791,26,0.5075,25.86291104,126,0.475779,127,0.520367,126.5432179,101,100.6803069
18,0.5,0.2,36,0.497845,37,0.520575,36.09480862,138,0.487395,139,0.547267,138.2105325,102,102.1157238
19,0.5,0.2,29,0.477515,30,0.506479,29.77630852,133,0.467806,134,0.500411,133.9873946,104,104.2110861
0,0.5,0.25,31,0.486781,32,0.511206,31.54120778,141,0.469609,142,0.5,142,110,110.4587922
1,0.5,0.25,29,0.485315,30,0.509302,29.61220661,132,0.459554,133,0.51589,132.7179423,103,103.1057357
2,0.5,0.25,33,0.495261,34,0.566038,33.06695678,128,0.482428,129,0.542342,128.293287,95,95.22633027
3,0.5,0.25,32,0.481111,33,0.516831,32.52880739,142,0.479345,143,0.511416,142.6440398,110,110.1152324
