Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
157,0.02,10,0.429412,11,0.594608,10.42729848,33,0.410696,34,0.597771,33.47737004,23,23.05007156
158,0.02,10,0.490575,11,0.642132,10.06218782,31,0.481946,32,0.664062,31.09913462,21,21.03694679
159,0.02,9,0.413223,10,0.568756,9.557933043,28,0.378885,29,0.552993,28.69563145,19,19.1376984
160,0.02,9,0.301153,10,0.50856,9.95872849,29,0.341164,30,0.530642,29.83828202,20,19.87955353
161,0.02,9,0.365477,10,0.542508,9.759883862,33,0.415056,34,0.548919,33.63455921,24,23.87467535
162,0.02,10,0.340139,11,0.526897,10.8559794,33,0.437684,34,0.5915,33.40513341,23,22.54915401
163,0.02,9,0.369264,10,0.513198,9.908305195,32,0.488144,33,0.633745,32.08142801,23,22.17312282
164,0.02,9,0.353234,10,0.510521,9.933109539,33,0.384058,34,0.555951,33.674501,24,23.74139146
165,0.02,10,0.391827,11,0.546581,10.6989997,32,0.479086,33,0.615313,32.15352316,22,21.45452346
166,0.02,9,0.430755,10,0.578077,9.470024844,30,0.365745,31,0.533138,30.80203473,21,21.33200989
167,0.02,10,0.49703,11,0.688698,10.01549554,31,0.311111,32,0.523256,31.89037686,21,21.87488132
168,0.02,9,0.399114,10,0.517672,9.850942155,32,0.484584,33,0.645747,32.09565471,23,22.24471255
169,0.02,10,0.38834,11,0.538389,10.74415691,32,0.3842,33,0.5555,32.67600701,22,21.9318501
170,0.02,10,0.460042,11,0.635922,10.22718899,32,0.384146,33,0.505319,32.95610408,22,22.72891509
171,0.02,10,0.438175,11,0.582428,10.42858727,34,0.454454,35,0.582298,34.35626232,24,23.92767505
172,0.02,9,0.328278,10,0.53507,9.8304093,31,0.497041,32,0.663987,31.01772429,22,21.18731499
173,0.02,10,0.428352,11,0.552606,10.5766253,32,0.479106,33,0.617373,32.15111343,22,21.57448813
174,0.02,10,0.48866,11,0.700106,10.05363071,30,0.442966,31,0.592347,30.38180224,20,20.32817152
175,0.02,9,0.370425,10,0.52439,9.841587374,31,0.484021,32,0.611169,31.12567244,22,21.28408507
176,0.02,9,0.438398,10,0.552604,9.539393727,31,0.4923,32,0.65658,31.0468712,22,21.50747747
177,0.02,10,0.483516,11,0.611384,10.12891419,30,0.399338,31,0.567031,30.6002755,20,20.47136131
178,0.02,9,0.424258,10,0.591381,9.453211108,31,0.35948,32,0.525641,31.84568581,22,22.3924747
179,0.02,10,0.422736,11,0.588473,10.46618438,30,0.41954,31,0.612967,30.41597088,20,19.94978651
180,0.02,10,0.486966,11,0.629518,10.0914333,33,0.440904,34,0.634929,33.30457931,23,23.21314601
181,0.02,9,0.406667,10,0.567171,9.581499526,30,0.429721,31,0.55859,30.54535226,21,20.96385273
182,0.02,10,0.49697,11,0.676028,10.01692189,31,0.384282,32,0.581532,31.58665653,21,21.56973464
183,0.02,9,0.433538,10,0.617284,9.361705833,31,0.462114,32,0.558315,31.39382127,22,22.03211544
184,0.02,10,0.466449,11,0.649114,10.18367503,34,0.415122,35,0.581643,34.50971349,24,24.32603846
185,0.02,9,0.44152,10,0.566351,9.468473376,32,0.438545,33,0.563093,32.49342422,23,23.02495085
186,0.02,10,0.495635,11,0.647549,10.02873336,31,0.462198,32,0.634185,31.21979568,21,21.19106232
