Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
14,0.045,5,0.822927,6,0.735887,5.263407629,18,0.857815,19,0.749213,18.53235668,13,13.26894905
15,0.045,4,0.838743,5,0.750969,4.441394946,18,0.809874,19,0.719536,18.10930063,14,13.66790568
16,0.045,4,0.85595,5,0.746283,4.51018082,18,0.862403,19,0.786988,18.82746138,14,14.31728056
17,0.045,4,0.877998,5,0.795359,4.943840076,18,0.815494,19,0.747102,18.22654696,14,13.28270689
18,0.045,5,0.824025,6,0.772004,5.461832721,17,0.872906,18,0.75144,17.60021734,12,12.13838462
19,0.045,5,0.818658,6,0.704415,5.16331854,17,0.870237,18,0.785573,17.829597,12,12.66627845
20,0.045,5,0.851586,6,0.783121,5.753465274,17,0.855984,18,0.7892,17.83828462,12,12.08481934
21,0.045,4,0.874046,5,0.765244,4.680557343,17,0.824458,18,0.686523,17.1773154,13,12.49675806
22,0.045,4,0.868627,5,0.784566,4.816395237,18,0.818658,19,0.739769,18.23650953,14,13.42011429
23,0.045,5,0.818376,6,0.756356,5.296291519,18,0.824764,19,0.71822,18.23242979,13,12.93613828
24,0.045,5,0.843537,6,0.741251,5.425639873,16,0.861336,17,0.789364,16.85222031,11,11.42658044
25,0.045,5,0.817356,6,0.759013,5.297482132,17,0.873992,18,0.788877,17.86931798,12,12.57183585
26,0.045,5,0.815789,6,0.741164,5.211577889,18,0.853061,19,0.75533,18.54292906,13,13.33135117
27,0.045,4,0.84919,5,0.797631,4.954052639,18,0.811434,19,0.718982,18.12367499,14,13.16962235
28,0.045,5,0.847291,6,0.768687,5.601636049,18,0.825212,19,0.761752,18.39728963,13,12.79565358
29,0.045,4,0.864924,5,0.799154,4.987136993,17,0.82922,18,0.75446,17.39085072,13,12.40371373
30,0.045,4,0.876289,5,0.775828,4.759389216,18,0.833834,19,0.751037,18.40863799,14,13.64924878
31,0.045,4,0.884016,5,0.795789,4.952270847,18,0.867398,19,0.767894,18.6773396,14,13.72506876
32,0.045,5,0.814241,6,0.743902,5.202462361,18,0.811992,19,0.718876,18.1287856,13,12.92632324
33,0.045,5,0.8468,6,0.706334,5.333176712,17,0.86987,18,0.782135,17.79637545,12,12.46319874
