Number,MIGRATION,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Timed_Gens_Tester,Actual_Timed_Gens
0,0.04,4,0.869901,5,0.794661,4.929040404,22,0.84964,23,0.772681,22.64501878,18,17.71597837
1,0.04,4,0.871066,5,0.765673,4.674295257,22,0.836327,23,0.780595,22.65181583,18,17.97752058
2,0.04,6,0.820189,7,0.764643,6.363464516,24,0.845263,25,0.771552,24.61406032,18,18.2505958
3,0.04,5,0.840415,6,0.758324,5.492319499,19,0.83825,20,0.770199,19.56207844,14,14.06975894
4,0.04,5,0.820329,6,0.764161,5.361932061,24,0.817768,25,0.791579,24.67845279,19,19.31652072
5,0.04,5,0.823116,6,0.741834,5.284392608,24,0.856988,25,0.783957,24.78032616,19,19.49593355
6,0.04,5,0.816949,6,0.765864,5.331780366,21,0.839757,22,0.749242,21.43923107,16,16.1074507
7,0.04,5,0.839917,6,0.772308,5.590409561,21,0.806911,22,0.744909,21.11146415,16,15.52105459
8,0.04,5,0.824561,6,0.782609,5.585454805,22,0.817518,23,0.77,22.3686603,17,16.78320549
9,0.04,5,0.810099,6,0.696774,5.089115376,21,0.803462,22,0.722397,21.04270647,16,15.95359109
10,0.04,5,0.834161,6,0.752284,5.417223396,22,0.833333,23,0.788423,22.74221777,17,17.32499437
11,0.04,4,0.879208,5,0.795782,4.949440222,24,0.829606,25,0.789474,24.73771554,20,19.78827532
12,0.04,5,0.831533,6,0.767544,5.492787823,22,0.80744,23,0.770053,22.19899965,17,16.70621183
13,0.04,5,0.824034,6,0.741784,5.292206687,20,0.825708,21,0.767368,20.44065821,15,15.14845152
14,0.04,5,0.822616,6,0.735326,5.259090388,24,0.836842,25,0.755741,24.45427307,19,19.19518268
15,0.04,6,0.820106,7,0.762342,6.348071463,21,0.828543,22,0.79397,21.82558644,15,15.47751498
16,0.04,5,0.837634,6,0.748858,5.42392088,24,0.810929,25,0.740818,24.15588139,19,18.73196051
17,0.04,4,0.86122,5,0.755676,4.580042447,20,0.828782,21,0.746849,20.35128703,16,15.77124458
18,0.04,6,0.800211,7,0.744995,6.003821356,23,0.835955,24,0.755037,23.44433871,17,17.44051736
19,0.04,4,0.855759,5,0.758479,4.57318051,22,0.857143,23,0.790773,22.86097634,18,18.28779583
20,0.04,5,0.845263,6,0.74442,5.448846226,20,0.858501,21,0.786802,20.81592491,15,15.36707868
21,0.04,5,0.827387,6,0.736067,5.299901445,23,0.826321,24,0.74946,23.34244936,18,18.04254791
22,0.04,5,0.824581,6,0.734561,5.273061542,21,0.810363,22,0.748124,21.16650332,16,15.89344178
23,0.04,4,0.872068,5,0.793687,4.919457522,23,0.853002,24,0.790354,23.8460286,19,18.92657108
24,0.04,5,0.835091,6,0.742475,5.378887017,24,0.845484,25,0.776418,24.65855848,19,19.27967146
25,0.04,5,0.850467,6,0.781683,5.733702605,18,0.830474,19,0.788687,18.72926987,13,12.99556726
26,0.04,4,0.85406,5,0.79171,4.867040898,24,0.821656,25,0.758873,24.34493414,20,19.47789324
27,0.04,5,0.807281,6,0.753032,5.134214456,24,0.805155,25,0.745395,24.08626171,19,18.95204726
28,0.04,5,0.839958,6,0.76864,5.560279312,22,0.804324,23,0.746822,22.07519738,17,16.51491807
29,0.04,5,0.859459,6,0.784738,5.795746845,25,0.808008,26,0.745415,25.12793763,20,19.33219078
30,0.04,5,0.811728,6,0.753327,5.200818479,20,0.859666,21,0.787257,20.82401359,15,15.62319511
31,0.04,4,0.870871,5,0.789359,4.869454804,22,0.867615,23,0.789206,22.86233723,18,17.99288243
32,0.04,5,0.837867,6,0.782506,5.684001373,22,0.819459,23,0.779395,22.48569788,17,16.80169651
33,0.04,5,0.837234,6,0.763931,5.507946469,26,0.801772,27,0.714922,26.02040299,21,20.51245652
34,0.04,5,0.838006,6,0.789364,5.781341228,20,0.878419,21,0.792527,20.91299539,15,15.13165416
35,0.04,5,0.804571,6,0.788557,5.285437742,23,0.823247,24,0.777042,23.50312737,18,18.21768963
36,0.04,5,0.856994,6,0.792111,5.878411911,19,0.802094,20,0.734807,19.03112042,14,13.15270851
37,0.04,5,0.819369,6,0.72634,5.208203893,22,0.82266,23,0.769439,22.42577178,17,17.21756789
38,0.04,5,0.802062,6,0.70915,5.022193043,24,0.800205,25,0.704523,24.00214251,19,18.97994947
39,0.04,4,0.833012,5,0.764381,4.481007125,22,0.845056,23,0.781284,22.70651697,18,18.22550984
40,0.04,6,0.813525,7,0.72895,6.159917233,23,0.803785,24,0.782845,23.18075454,17,17.0208373
41,0.04,5,0.817308,6,0.740541,5.225461461,28,0.819383,29,0.749423,28.27705832,23,23.05159686
42,0.04,5,0.836667,6,0.739769,5.378408223,21,0.83017,22,0.764151,21.45698965,16,16.07858143
43,0.04,4,0.847802,5,0.778291,4.687689718,21,0.835062,22,0.787084,21.73079328,17,17.04310356
44,0.04,4,0.868335,5,0.769703,4.692827885,23,0.833846,24,0.772826,23.5546706,19,18.86184271
45,0.04,4,0.849576,5,0.762061,4.566485745,20,0.832979,21,0.767613,20.50452835,16,15.9380426
46,0.04,4,0.855263,5,0.781931,4.753600065,21,0.809293,22,0.735263,21.12553019,17,16.37193013
47,0.04,5,0.841928,6,0.747277,5.442974718,24,0.844199,25,0.788654,24.79573319,19,19.35275847
48,0.04,4,0.878279,5,0.799117,4.988845658,23,0.831288,24,0.741433,23.34820544,19,18.35935978
49,0.04,5,0.850642,6,0.773143,5.653453593,23,0.801064,24,0.769744,23.0339719,18,17.38051831
50,0.04,5,0.82442,6,0.750274,5.329350201,23,0.843077,24,0.796954,23.9339592,18,18.604609
51,0.04,6,0.801991,7,0.731838,6.028380825,23,0.82755,24,0.788144,23.69913211,17,17.67075129
52,0.04,4,0.877966,5,0.783784,4.827822726,21,0.843299,22,0.762955,21.53892014,17,16.71109742
53,0.04,5,0.861616,6,0.772575,5.691995822,22,0.86388,23,0.790084,22.86562957,17,17.17363375
54,0.04,5,0.821663,6,0.750564,5.30468783,24,0.817818,25,0.793028,24.71875756,19,19.41406973
55,0.04,5,0.841372,6,0.785946,5.74643669,22,0.831814,23,0.743257,22.35924885,17,16.61281216
56,0.04,5,0.842932,6,0.774468,5.627074083,22,0.802548,23,0.71033,22.02763018,17,16.4005561
57,0.04,5,0.806413,6,0.780568,5.248133101,21,0.849385,22,0.77951,21.70676208,16,16.45862897
58,0.04,4,0.849549,5,0.785398,4.772380789,21,0.833174,22,0.792069,21.8070551,17,17.03467431
59,0.04,5,0.827662,6,0.774648,5.521786698,23,0.80807,24,0.770053,23.21227346,18,17.69048676
60,0.04,5,0.854398,6,0.782383,5.755370409,22,0.805435,23,0.757303,22.11291864,17,16.35754823
61,0.04,4,0.823529,5,0.740217,4.2824203,21,0.833333,22,0.749736,21.3987344,17,17.1163141
62,0.04,4,0.860665,5,0.772112,4.685069958,22,0.801784,23,0.741868,22.02977502,18,17.34470506
63,0.04,4,0.871642,5,0.78564,4.833027139,22,0.816667,23,0.776344,22.4133373,18,17.58031016
64,0.04,5,0.800222,6,0.749206,5.004351576,21,0.823651,22,0.757271,21.35629708,16,16.3519455
