Number,GROWTH,Before_Start_Generation,Before_Start,Start_Generation,Start,Actual_Start_Generation,Before_Stop_Generation,Before_Stop,Stop_Generation,Stop,Actual_Stop_Generation,Actual_Timed_Gens
0,7,8,0,9,1045,8.956937799,17,987,18,1025,17.34210526,8.385167464
0,7,6,0,7,1002,6.998003992,14,923,15,1033,14.7,7.701996008
0,7,8,0,9,1005,8.995024876,16,955,17,1031,16.59210526,7.597080388
0,7,7,0,8,1008,7.992063492,16,983,17,1056,16.23287671,8.24081322
0,7,10,0,11,1007,10.99304866,18,989,19,1027,18.28947368,7.296425025
0,7,9,0,10,1015,9.985221675,13,928,14,1018,13.8,3.814778325
0,7,8,0,9,1028,8.972762646,15,900,16,1075,15.57142857,6.598665926
0,7,6,0,7,1017,6.983284169,14,764,15,1019,14.9254902,7.942206027
0,7,6,0,7,1011,6.989119683,14,990,15,1007,14.58823529,7.599115611
1,7,7,0,8,1035,7.966183575,15,993,16,1123,15.05384615,7.087662579
1,7,12,0,13,1035,12.96618357,15,1000,16,1019,15,2.033816425
1,7,8,0,9,1027,8.973709834,14,940,15,1010,14.85714286,5.883433023
1,7,8,0,9,1032,8.968992248,14,926,15,1021,14.77894737,5.80995512
1,7,6,0,7,1026,6.974658869,15,973,16,1051,15.34615385,8.371494977
1,7,13,0,14,1035,13.96618357,13,788,14,1018,13.92173913,-0.044444444
1,7,6,0,7,1022,6.978473581,14,991,15,1079,14.10227273,7.123799146
1,7,9,0,10,1022,9.978473581,14,912,15,1045,14.66165414,4.683180554
1,7,7,0,8,1010,7.99009901,15,978,16,1019,15.53658537,7.546486356
1,7,7,0,8,1080,7.925925926,14,974,15,1055,14.32098765,6.395061728
1,7,7,0,8,1051,7.951474786,15,964,16,1040,15.47368421,7.522209425
1,7,6,0,7,1057,6.946073794,17,996,18,1007,17.36363636,10.41756257
1,7,8,0,9,1016,8.984251969,17,939,18,1074,17.45185185,8.467599883
1,7,8,0,9,1018,8.982318271,15,987,16,1010,15.56521739,6.58289912
1,7,10,0,11,1064,10.93984962,17,926,18,1020,17.78723404,6.847384418
1,7,8,0,9,1031,8.969932105,14,930,15,1033,14.67961165,5.709679546
1,7,7,0,8,1012,7.988142292,14,942,15,1014,14.80555556,6.817413263
1,7,9,0,10,1192,9.838926174,14,873,15,1040,14.76047904,4.921552867
1,7,9,0,10,1015,9.985221675,15,956,16,1011,15.8,5.814778325
1,7,6,0,7,1038,6.963391137,15,935,16,1006,15.91549296,8.952101821
2,7,7,0,8,1036,7.965250965,15,982,16,1027,15.4,7.434749035
2,7,11,0,12,1073,11.93196645,17,963,18,1014,17.7254902,5.793523747
2,7,8,0,9,1016,8.984251969,14,966,15,1036,14.48571429,5.501462317
2,7,6,0,7,1037,6.964320154,13,985,14,1064,13.18987342,6.225553263
2,7,9,0,10,1054,9.948766603,14,947,15,1033,14.61627907,4.667512466
2,7,7,0,8,1013,7.987166831,16,994,17,1033,16.15384615,8.166679323
2,7,6,0,7,1027,6.973709834,15,997,16,1049,15.05769231,8.083982473
2,7,6,0,7,1008,6.992063492,14,940,15,1025,14.70588235,7.713818861
2,7,6,0,7,1058,6.945179584,17,997,18,1021,17.125,10.17982042
2,7,7,0,8,1035,7.966183575,17,938,18,1082,17.43055556,9.464371981
2,7,7,0,8,1041,7.960614793,14,992,15,1009,14.47058824,6.509973442
2,7,7,0,8,1038,7.963391137,21,993,22,1041,21.14583333,13.1824422
2,7,7,0,8,1032,7.968992248,13,776,14,1027,13.89243028,5.923438031
2,7,7,0,8,1002,7.998003992,15,989,16,1042,15.20754717,7.209543178
2,7,8,0,9,1025,8.975609756,14,951,15,1017,14.74242424,5.766814486
2,7,7,0,8,1023,7.977517107,15,978,16,1096,15.18644068,7.208923571
2,7,7,0,8,1028,7.972762646,15,985,16,1012,15.55555556,7.58279291
2,7,7,0,8,1017,7.983284169,14,999,15,1027,14.03571429,6.052430117
2,7,7,0,8,1055,7.947867299,14,908,15,1008,14.92,6.972132701
2,7,7,0,8,1116,7.896057348,14,997,15,1026,14.10344828,6.207390928
3,7,6,0,7,1030,6.970873786,16,883,17,1028,16.80689655,9.836022765
3,7,6,0,7,1055,6.947867299,15,959,16,1037,15.52564103,8.577773727
3,7,6,0,7,1013,6.987166831,15,954,16,1006,15.88461538,8.897448553
3,7,8,0,9,1046,8.956022945,14,980,15,1032,14.38461538,5.42859244
3,7,7,0,8,1021,7.979431929,17,953,18,1004,17.92156863,9.942136698
3,7,9,0,10,1008,9.992063492,14,928,15,1007,14.91139241,4.919328913
3,7,7,0,8,1001,7.999000999,15,998,16,1015,15.11764706,7.11864606
3,7,7,0,8,1070,7.934579439,16,989,17,1020,16.35483871,8.42025927
3,7,6,0,7,1014,6.986193294,19,971,20,1016,19.64444444,12.65825115
3,7,7,0,8,1009,7.991080278,16,938,17,1057,16.5210084,8.529928126
3,7,6,0,7,1040,6.961538462,14,991,15,1008,14.52941176,7.567873303
3,7,7,0,8,1052,7.950570342,16,989,17,1027,16.28947368,8.338903342
3,7,9,0,10,1088,9.919117647,14,916,15,1023,14.78504673,4.865929082
3,7,7,0,8,1009,7.991080278,18,979,19,1020,18.51219512,10.52111484
3,7,10,0,11,1042,10.9596929,14,890,15,1004,14.96491228,4.005219382
3,7,8,0,9,1026,8.974658869,14,913,15,1035,14.71311475,5.738455885
3,7,6,0,7,1035,6.966183575,14,913,15,1020,14.81308411,7.846900537
3,7,7,0,8,1054,7.948766603,15,951,16,1016,15.75384615,7.80507955
3,7,6,0,7,1068,6.936329588,15,995,16,1041,15.10869565,8.172366064
3,7,7,0,8,1027,7.973709834,14,913,15,1009,14.90625,6.932540166
4,7,6,0,7,1045,6.956937799,15,960,16,1089,15.31007752,8.35313972
4,7,7,0,8,1035,7.966183575,17,985,18,1011,17.57692308,9.610739502
4,7,9,0,10,1053,9.949667616,14,991,15,1010,14.47368421,4.524016594
4,7,6,0,7,1010,6.99009901,13,768,14,1018,13.928,6.93790099
4,7,10,0,11,1074,10.9310987,15,935,16,1022,15.74712644,4.81602774
4,7,9,0,10,1016,9.984251969,15,941,16,1007,15.89393939,5.909687425
4,7,6,0,7,1015,6.985221675,17,965,18,1042,17.45454545,10.46932378
4,7,7,0,8,1013,7.987166831,14,949,15,1036,14.5862069,6.599040065
4,7,12,0,13,1032,12.96899225,13,884,14,1011,13.91338583,0.944393579
4,7,7,0,8,1037,7.964320154,13,790,14,1027,13.88607595,5.921755795
4,7,7,0,8,1007,7.993048659,15,937,16,1001,15.984375,7.991326341
4,7,6,0,7,1042,6.959692898,14,936,15,1033,14.65979381,7.700100916
4,7,9,0,10,1031,9.969932105,14,933,15,1008,14.89333333,4.923401229
4,7,6,0,7,1030,6.970873786,18,992,19,1038,18.17391304,11.20303926
4,7,7,0,8,1019,7.981354269,13,903,14,1037,13.7238806,5.742526328
4,7,7,0,8,1012,7.988142292,14,887,15,1024,14.82481752,6.836675226
4,7,6,0,7,1041,6.960614793,16,963,17,1011,16.77083333,9.81021854
4,7,7,0,8,1035,7.966183575,14,824,15,1001,14.99435028,7.028166708
4,7,10,0,11,1031,10.9699321,15,981,16,1029,15.39583333,4.425901229
4,7,6,0,7,1041,6.960614793,18,987,19,1024,18.35135135,11.39073656
5,7,7,0,8,1004,7.996015936,14,933,15,1072,14.48201439,6.485998452
5,7,6,0,7,1016,6.984251969,15,894,16,1020,15.84126984,8.857017873
5,7,9,0,10,1031,9.969932105,16,941,17,1032,16.64835165,6.678419544
5,7,7,0,8,1027,7.973709834,15,995,16,1084,15.05617978,7.082469941
5,7,9,0,10,1055,9.947867299,16,967,17,1020,16.62264151,6.674774211
5,7,7,0,8,1041,7.960614793,15,988,16,1048,15.2,7.239385207
5,7,8,0,9,1036,8.965250965,13,855,14,1005,13.96666667,5.001415701
5,7,11,0,12,1021,11.97943193,13,883,14,1043,13.73125,1.751818071
5,7,8,0,9,1007,8.993048659,14,973,15,1011,14.71052632,5.717477656
5,7,6,0,7,1024,6.9765625,14,954,15,1070,14.39655172,7.419989224
5,7,6,0,7,1008,6.992063492,14,871,15,1016,14.88965517,7.89759168
5,7,8,0,9,1046,8.956022945,16,967,17,1020,16.62264151,7.666618565
5,7,7,0,8,1092,7.915750916,16,991,17,1042,16.17647059,8.260719672
5,7,10,0,11,1026,10.97465887,16,953,17,1060,16.43925234,5.464593467
5,7,9,0,10,1028,9.972762646,15,988,16,1010,15.54545455,5.5726919
5,7,6,0,7,1039,6.962463908,13,905,14,1011,13.89622642,6.933762507
5,7,6,0,7,1010,6.99009901,16,960,17,1013,16.75471698,9.764617971
5,7,6,0,7,1017,6.983284169,13,941,14,1006,13.90769231,6.924408139
5,7,8,0,9,1099,8.909918107,13,940,14,1030,13.66666667,4.756748559
5,7,8,0,9,1006,8.994035785,14,957,15,1032,14.57333333,5.579297548
6,7,8,0,9,1080,8.925925926,13,802,14,1004,13.98019802,5.054272094
6,7,10,0,11,1029,10.9718173,16,990,17,1033,16.23255814,5.260740841
6,7,6,0,7,1003,6.997008973,21,956,22,1006,21.88,14.88299103
6,7,8,0,9,1079,8.926784059,14,826,15,1016,14.91578947,5.989005414
6,7,8,0,9,1071,8.933706816,18,955,19,1045,18.5,9.566293184
6,7,7,0,8,1011,7.989119683,14,879,15,1005,14.96031746,6.971197777
6,7,7,0,8,1048,7.954198473,14,960,15,1069,14.36697248,6.412774004
6,7,8,0,9,1042,8.959692898,13,960,14,1013,13.75471698,4.795024083
6,7,6,0,7,1025,6.975609756,15,992,16,1069,15.1038961,8.128286348
6,7,8,0,9,1002,8.998003992,15,978,16,1038,15.36666667,6.368662675
6,7,7,0,8,1038,7.963391137,14,952,15,1010,14.82758621,6.86419507
6,7,6,0,7,1025,6.975609756,15,963,16,1026,15.58730159,8.611691831
6,7,6,0,7,1016,6.984251969,14,951,15,1015,14.765625,7.781373031
6,7,7,0,8,1003,7.997008973,17,997,18,1065,17.04411765,9.047108674
6,7,7,0,8,1007,7.993048659,14,865,15,1036,14.78947368,6.796425025
6,7,10,0,11,1004,10.99601594,14,913,15,1105,14.453125,3.457109064
6,7,7,0,8,1040,7.961538462,16,965,17,1058,16.37634409,8.414805624
6,7,10,0,11,1021,10.97943193,16,981,17,1034,16.35849057,5.379058637
6,7,8,0,9,1010,8.99009901,14,880,15,1026,14.82191781,5.831818798
6,7,7,0,8,1011,7.989119683,13,943,14,1027,13.67857143,5.689451745
7,7,9,0,10,1011,9.989119683,15,970,16,1017,15.63829787,5.649178189
7,7,8,0,9,1043,8.958772771,14,837,15,1008,14.95321637,5.994443603
7,7,10,0,11,1080,10.92592593,14,976,15,1052,14.31578947,3.389863548
7,7,7,0,8,1001,7.999000999,19,995,20,1016,19.23809524,11.23909424
7,7,8,0,9,1001,8.999000999,13,883,14,1048,13.70909091,4.71008991
7,7,11,0,12,1049,11.95328885,14,852,15,1045,14.76683938,2.813550532
7,7,6,0,7,1031,6.969932105,14,995,15,1064,14.07246377,7.102531663
7,7,7,0,8,1050,7.952380952,15,932,16,1061,15.52713178,7.574750831
7,7,6,0,7,1026,6.974658869,14,971,15,1040,14.42028986,7.445630986
7,7,9,0,10,1029,9.971817298,14,930,15,1061,14.53435115,4.562533847
7,7,6,0,7,1008,6.992063492,15,996,16,1013,15.23529412,8.243230626
7,7,8,0,9,1064,8.939849624,15,980,16,1012,15.625,6.685150376
7,7,7,0,8,1054,7.948766603,13,865,14,1017,13.88815789,5.939391291
7,7,6,0,7,1068,6.936329588,13,878,14,1043,13.73939394,6.803064351
7,7,7,0,8,1010,7.99009901,14,982,15,1045,14.28571429,6.295615276
7,7,8,0,9,1026,8.974658869,14,895,15,1062,14.62874251,5.654083646
7,7,9,0,10,1070,9.934579439,14,928,15,1028,14.72,4.785420561
7,7,6,0,7,1019,6.981354269,14,931,15,1054,14.56097561,7.579621341
7,7,6,0,7,1076,6.92936803,14,920,15,1064,14.55555556,7.626187526
7,7,10,0,11,1064,10.93984962,16,948,17,1055,16.48598131,5.546131684
8,7,8,0,9,1050,8.952380952,13,792,14,1025,13.89270386,4.94032291
8,7,7,0,8,1022,7.978473581,13,953,14,1012,13.79661017,5.818136588
8,7,6,0,7,1008,6.992063492,15,982,16,1033,15.35294118,8.360877684
8,7,11,0,12,1067,11.93720712,14,952,15,1012,14.8,2.862792877
8,7,6,0,7,1014,6.986193294,15,947,16,1033,15.61627907,8.630085776
8,7,9,0,10,1022,9.978473581,14,906,15,1019,14.83185841,4.853384826
8,7,8,0,9,1043,8.958772771,13,841,14,1013,13.9244186,4.965645834
8,7,11,0,12,1056,11.9469697,15,975,16,1029,15.46296296,3.515993266
8,7,7,0,8,1068,7.936329588,14,918,15,1001,14.98795181,7.051622219
8,7,7,0,8,1027,7.973709834,13,861,14,1021,13.86875,5.895040166
8,7,6,0,7,1028,6.972762646,15,971,16,1014,15.6744186,8.701655959
8,7,8,0,9,1013,8.987166831,15,996,16,1085,15.04494382,6.057776989
8,7,7,0,8,1061,7.942507069,17,958,18,1001,17.97674419,10.03423712
8,7,7,0,8,1025,7.975609756,15,970,16,1073,15.29126214,7.31565238
8,7,6,0,7,1021,6.979431929,16,925,17,1035,16.68181818,9.702386252
8,7,9,0,10,1026,9.974658869,14,941,15,1024,14.71084337,4.736184504
8,7,6,0,7,1039,6.962463908,14,991,15,1064,14.12328767,7.160823764
8,7,8,0,9,1011,8.989119683,19,971,20,1023,19.55769231,10.56857262
8,7,7,0,8,1049,7.953288847,17,965,18,1001,17.97222222,10.01893338
8,7,10,0,11,1020,10.98039216,17,951,18,1027,17.64473684,6.664344685
9,7,6,0,7,1006,6.994035785,14,926,15,1044,14.62711864,7.633082859
9,7,6,0,7,1034,6.967117988,15,988,16,1025,15.32432432,8.357206336
9,7,7,0,8,1030,7.970873786,16,990,17,1075,16.11764706,8.146773272
9,7,12,0,13,1012,12.98814229,14,920,15,1064,14.55555556,1.567413263
9,7,6,0,7,1027,6.973709834,14,970,15,1023,14.56603774,7.592327901
9,7,8,0,9,1022,8.978473581,14,982,15,1074,14.19565217,5.217178593
9,7,7,0,8,1033,7.968054211,17,984,18,1039,17.29090909,9.32285488
9,7,7,0,8,1036,7.965250965,13,940,14,1012,13.83333333,5.868082368
9,7,10,0,11,1012,10.98814229,15,904,16,1008,15.92307692,4.934934631
9,7,7,0,8,1017,7.983284169,16,947,17,1001,16.98148148,8.998197312
9,7,6,0,7,1007,6.993048659,17,996,18,1039,17.09302326,10.0999746
9,7,7,0,8,1021,7.979431929,14,959,15,1023,14.640625,6.661193071
9,7,7,0,8,1052,7.950570342,17,986,18,1026,17.35,9.399429658
9,7,5,0,6,1015,5.985221675,13,936,14,1017,13.79012346,7.804901782
9,7,6,0,7,1028,6.972762646,15,958,16,1046,15.47727273,8.504510081
9,7,7,0,8,1003,7.997008973,15,992,16,1020,15.28571429,7.288705313
9,7,6,0,7,1001,6.999000999,18,975,19,1027,18.48076923,11.48176823
9,7,6,0,7,1013,6.987166831,16,985,17,1005,16.75,9.762833169
9,7,7,0,8,1003,7.997008973,14,950,15,1007,14.87719298,6.880184009
9,7,8,0,9,1065,8.938967136,15,975,16,1018,15.58139535,6.642428213
0,7.5,7,0,8,1041,7.960614793,13,838,14,1017,13.90502793,5.944413139
0,7.5,6,0,7,1035,6.966183575,14,996,15,1025,14.13793103,7.17174746
0,7.5,6,0,7,1038,6.963391137,14,893,15,1001,14.99074074,8.027349604
0,7.5,5,0,6,1013,5.987166831,13,940,14,1050,13.54545455,7.558287714
0,7.5,8,0,9,1027,8.973709834,13,783,14,1010,13.95594714,4.982237302
0,7.5,6,0,7,1056,6.946969697,14,971,15,1010,14.74358974,7.796620047
0,7.5,6,0,7,1008,6.992063492,16,994,17,1024,16.2,9.207936508
0,7.5,7,0,8,1015,7.985221675,15,976,16,1015,15.61538462,7.630162941
0,7.5,9,0,10,1017,9.983284169,15,990,16,1045,15.18181818,5.198534013
0,7.5,8,0,9,1010,8.99009901,13,900,14,1007,13.93457944,4.944480429
0,7.5,6,0,7,1033,6.968054211,15,994,16,1036,15.14285714,8.174802932
0,7.5,7,0,8,1019,7.981354269,13,973,14,1043,13.38571429,5.404360017
0,7.5,7,0,8,1014,7.986193294,16,975,17,1005,16.83333333,8.847140039
0,7.5,6,0,7,1014,6.986193294,14,892,15,1053,14.67080745,7.68461416
0,7.5,7,0,8,1007,7.993048659,13,839,14,1003,13.98170732,5.988658658
0,7.5,6,0,7,1015,6.985221675,15,942,16,1046,15.55769231,8.572470633
0,7.5,8,0,9,1034,8.967117988,15,984,16,1042,15.27586207,6.308744081
0,7.5,7,0,8,1015,7.985221675,15,984,16,1072,15.18181818,7.196596507
0,7.5,8,0,9,1061,8.942507069,16,936,17,1003,16.95522388,8.012716812
0,7.5,10,0,11,1025,10.97560976,14,977,15,1023,14.5,3.524390244
1,7.5,6,0,7,1063,6.940733772,15,920,16,1068,15.54054054,8.599806768
1,7.5,6,0,7,1010,6.99009901,14,976,15,1014,14.63157895,7.641479937
1,7.5,7,0,8,1005,7.995024876,15,962,16,1015,15.71698113,7.721956256
1,7.5,7,0,8,1009,7.991080278,16,985,17,1044,16.25423729,8.263157011
1,7.5,11,0,12,1054,11.9487666,16,881,17,1026,16.82068966,4.871923052
1,7.5,9,0,10,1045,9.956937799,13,872,14,1008,13.94117647,3.984238672
1,7.5,11,0,12,1047,11.95510984,14,986,15,1060,14.18918919,2.234079352
1,7.5,8,0,9,1026,8.974658869,15,998,16,1007,15.22222222,6.247563353
1,7.5,8,0,9,1048,8.954198473,14,990,15,1078,14.11363636,5.15943789
1,7.5,9,0,10,1047,9.955109838,14,920,15,1017,14.82474227,4.86963243
1,7.5,9,0,10,1046,9.956022945,15,996,16,1018,15.18181818,5.225795237
1,7.5,7,0,8,1012,7.988142292,15,962,16,1057,15.4,7.411857708
1,7.5,14,0,15,1058,14.94517958,13,938,14,1016,13.79487179,-1.150307789
1,7.5,7,0,8,1031,7.969932105,17,980,18,1017,17.54054054,9.570608436
1,7.5,10,0,11,1014,10.98619329,14,956,15,1087,14.33587786,3.349684569
1,7.5,9,0,10,1022,9.978473581,13,884,14,1009,13.928,3.949526419
1,7.5,6,0,7,1003,6.997008973,15,975,16,1001,15.96153846,8.964529488
1,7.5,13,0,14,1029,13.9718173,16,963,17,1019,16.66071429,2.688896987
1,7.5,6,0,7,1043,6.958772771,18,983,19,1048,18.26153846,11.30276569
1,7.5,6,0,7,1001,6.999000999,14,993,15,1004,14.63636364,7.637362637
2,7.5,6,0,7,1054,6.948766603,14,911,15,1035,14.71774194,7.768975332
2,7.5,6,0,7,1004,6.996015936,15,999,16,1033,15.02941176,8.033395828
2,7.5,7,0,8,1009,7.991080278,14,918,15,1091,14.47398844,6.482908162
2,7.5,7,0,8,1045,7.956937799,15,940,16,1022,15.73170732,7.774769518
2,7.5,9,0,10,1008,9.992063492,15,994,16,1034,15.15,5.157936508
2,7.5,7,0,8,1066,7.938086304,14,928,15,1043,14.62608696,6.688000653
2,7.5,10,0,11,1026,10.97465887,13,913,14,1034,13.71900826,2.744349395
2,7.5,6,0,7,1042,6.959692898,16,984,17,1033,16.32653061,9.366837714
2,7.5,7,0,8,1081,7.92506938,17,958,18,1029,17.5915493,9.666479916
2,7.5,6,0,7,1021,6.979431929,14,872,15,1004,14.96969697,7.99026504
2,7.5,10,0,11,1049,10.95328885,14,981,15,1025,14.43181818,3.478529335
2,7.5,6,0,7,1012,6.988142292,13,964,14,1019,13.65454545,6.666403162
2,7.5,7,0,8,1087,7.919963201,13,909,14,1001,13.98913043,6.069167233
2,7.5,9,0,10,1053,9.949667616,15,986,16,1067,15.17283951,5.22317189
2,7.5,7,0,8,1025,7.975609756,17,951,18,1013,17.79032258,9.814712825
2,7.5,8,0,9,1019,8.981354269,15,966,16,1038,15.47222222,6.490867953
2,7.5,8,0,9,1013,8.987166831,16,995,17,1017,16.22727273,7.240105896
2,7.5,7,0,8,1008,7.992063492,14,958,15,1014,14.75,6.757936508
2,7.5,6,0,7,1082,6.924214418,13,861,14,1048,13.74331551,6.81910109
2,7.5,7,0,8,1036,7.965250965,14,865,15,1020,14.87096774,6.905716777
3,7.5,12,0,13,1016,12.98425197,14,904,15,1034,14.73846154,1.75420957
3,7.5,7,0,8,1027,7.973709834,18,922,19,1020,18.79591837,10.82220853
3,7.5,6,0,7,1062,6.941619586,20,975,21,1028,20.47169811,13.53007853
3,7.5,6,0,7,1043,6.958772771,14,993,15,1026,14.21212121,7.253348441
3,7.5,9,0,10,1002,9.998003992,14,993,15,1007,14.5,4.501996008
3,7.5,7,0,8,1004,7.996015936,14,893,15,1014,14.88429752,6.888281584
3,7.5,6,0,7,1001,6.999000999,13,772,14,1009,13.96202532,6.963024317
3,7.5,7,0,8,1037,7.964320154,13,782,14,1009,13.96035242,5.996032269
3,7.5,9,0,10,1014,9.986193294,16,997,17,1031,16.08823529,6.102042
3,7.5,10,0,11,1078,10.92764378,14,955,15,1012,14.78947368,3.861829899
3,7.5,8,0,9,1053,8.949667616,16,970,17,1061,16.32967033,7.380002713
3,7.5,7,0,8,1002,7.998003992,15,947,16,1034,15.6091954,7.61119141
3,7.5,12,0,13,1028,12.97276265,15,963,16,1015,15.71153846,2.738775816
3,7.5,7,0,8,1012,7.988142292,16,972,17,1069,16.28865979,8.300517501
3,7.5,12,0,13,1024,12.9765625,15,921,16,1020,15.7979798,2.821417298
3,7.5,8,0,9,1036,8.965250965,17,960,18,1014,17.74074074,8.775489775
3,7.5,8,0,9,1034,8.967117988,13,856,14,1030,13.82758621,4.860468219
3,7.5,8,0,9,1090,8.917431193,13,922,14,1008,13.90697674,4.989545552
3,7.5,7,0,8,1022,7.978473581,14,967,15,1026,14.55932203,6.580848453
3,7.5,9,0,10,1025,9.975609756,13,918,14,1070,13.53947368,3.563863928
4,7.5,7,0,8,1022,7.978473581,13,812,14,1020,13.90384615,5.925372573
4,7.5,7,0,8,1015,7.985221675,14,970,15,1006,14.83333333,6.848111658
4,7.5,7,0,8,1059,7.944287063,15,979,16,1016,15.56756757,7.623280504
4,7.5,6,0,7,1017,6.983284169,13,924,14,1035,13.68468468,6.701400516
4,7.5,7,0,8,1007,7.993048659,15,990,16,1058,15.14705882,7.154010164
4,7.5,6,0,7,1049,6.953288847,17,975,18,1038,17.3968254,10.44353655
4,7.5,10,0,11,1001,10.999001,17,989,18,1071,17.13414634,6.135145342
4,7.5,7,0,8,1026,7.974658869,14,989,15,1011,14.5,6.525341131
4,7.5,13,0,14,1026,13.97465887,13,903,14,1007,13.93269231,-0.041966562
4,7.5,7,0,8,1013,7.987166831,15,982,16,1072,15.2,7.212833169
4,7.5,6,0,7,1002,6.998003992,14,952,15,1007,14.87272727,7.874723281
4,7.5,9,0,10,1032,9.968992248,15,918,16,1013,15.86315789,5.894165647
4,7.5,7,0,8,1012,7.988142292,18,977,19,1049,18.31944444,10.33130215
4,7.5,8,0,9,1048,8.954198473,17,961,18,1013,17.75,8.795801527
4,7.5,6,0,7,1049,6.953288847,13,822,14,1018,13.90816327,6.954874419
4,7.5,8,0,9,1002,8.998003992,15,947,16,1003,15.94642857,6.948424579
4,7.5,6,0,7,1049,6.953288847,16,989,17,1036,16.23404255,9.280753707
4,7.5,10,0,11,1004,10.99601594,13,796,14,1035,13.85355649,2.857540549
4,7.5,8,0,9,1071,8.933706816,14,987,15,1040,14.24528302,5.311576203
4,7.5,9,0,10,1002,9.998003992,14,956,15,1026,14.62857143,4.630567437
5,7.5,8,0,9,1073,8.931966449,14,960,15,1050,14.44444444,5.512477995
5,7.5,7,0,8,1018,7.982318271,16,995,17,1009,16.35714286,8.374824586
5,7.5,8,0,9,1008,8.992063492,14,970,15,1018,14.625,5.632936508
5,7.5,12,0,13,1059,12.94428706,15,992,16,1008,15.5,2.555712937
5,7.5,7,0,8,1047,7.955109838,14,907,15,1006,14.93939394,6.984284102
5,7.5,7,0,8,1017,7.983284169,15,966,16,1038,15.47222222,7.488938053
5,7.5,11,0,12,1005,11.99502488,16,967,17,1050,16.39759036,4.402565486
5,7.5,7,0,8,1138,7.878734622,14,941,15,1002,14.96721311,7.088478493
5,7.5,7,0,8,1007,7.993048659,13,849,14,1002,13.9869281,5.993879445
5,7.5,7,0,8,1030,7.970873786,18,978,19,1015,18.59459459,10.62372081
5,7.5,6,0,7,1053,6.949667616,14,789,15,1018,14.92139738,7.971729764
5,7.5,6,0,7,1021,6.979431929,14,996,15,1016,14.2,7.220568071
5,7.5,8,0,9,1069,8.935453695,13,879,14,1010,13.92366412,4.988210427
5,7.5,9,0,10,1008,9.992063492,17,983,18,1051,17.25,7.257936508
5,7.5,6,0,7,1013,6.987166831,12,775,13,1007,12.96982759,5.982660755
5,7.5,9,0,10,1012,9.988142292,15,918,16,1030,15.73214286,5.744000565
5,7.5,7,0,8,1040,7.961538462,14,885,15,1010,14.92,6.958461538
5,7.5,6,0,7,1038,6.963391137,13,930,14,1043,13.61946903,6.65607789
5,7.5,7,0,8,1018,7.982318271,15,976,16,1084,15.22222222,7.239903951
5,7.5,9,0,10,1030,9.970873786,14,989,15,1038,14.2244898,4.25361601
6,7.5,7,0,8,1004,7.996015936,22,976,23,1022,22.52173913,14.52572319
6,7.5,9,0,10,1023,9.977517107,14,943,15,1064,14.47107438,4.493557274
6,7.5,7,0,8,1020,7.980392157,14,955,15,1004,14.91836735,6.93797519
6,7.5,7,0,8,1030,7.970873786,14,867,15,1016,14.89261745,6.921743663
6,7.5,10,0,11,1046,10.95602294,13,995,14,1006,13.45454545,2.49852251
6,7.5,7,0,8,1072,7.932835821,16,948,17,1011,16.82539683,8.892561005
6,7.5,6,0,7,1011,6.989119683,14,974,15,1063,14.29213483,7.303015148
6,7.5,8,0,9,1070,8.934579439,17,966,18,1051,17.4,8.465420561
6,7.5,6,0,7,1021,6.979431929,14,992,15,1059,14.11940299,7.139971056
6,7.5,7,0,8,1104,7.905797101,14,965,15,1003,14.92105263,7.01525553
6,7.5,6,0,7,1004,6.996015936,13,877,14,1139,13.46946565,6.473449713
6,7.5,6,0,7,1021,6.979431929,14,973,15,1054,14.33333333,7.353901404
6,7.5,10,0,11,1030,10.97087379,15,963,16,1022,15.62711864,4.656244858
6,7.5,8,0,9,1032,8.968992248,14,959,15,1006,14.87234043,5.903348177
6,7.5,6,0,7,1024,6.9765625,14,977,15,1008,14.74193548,7.765372984
6,7.5,9,0,10,1019,9.981354269,14,955,15,1017,14.72580645,4.744452183
6,7.5,6,0,7,1016,6.984251969,17,983,18,1046,17.26984127,10.2855893
6,7.5,9,0,10,1041,9.960614793,12,791,13,1010,12.9543379,2.993723106
6,7.5,8,0,9,1007,8.993048659,14,946,15,1032,14.62790698,5.634858317
6,7.5,6,0,7,1042,6.959692898,15,983,16,1019,15.47222222,8.512529324
7,7.5,10,0,11,1022,10.97847358,16,990,17,1076,16.11627907,5.137805489
7,7.5,10,0,11,1005,10.99502488,14,925,15,1023,14.76530612,3.770281247
7,7.5,8,0,9,1008,8.992063492,16,994,17,1013,16.31578947,7.323725982
7,7.5,7,0,8,1035,7.966183575,14,948,15,1009,14.85245902,6.886275442
7,7.5,6,0,7,1064,6.939849624,13,913,14,1008,13.91578947,6.97593985
7,7.5,7,0,8,1028,7.972762646,14,872,15,1013,14.90780142,6.935038773
7,7.5,6,0,7,1062,6.941619586,13,884,14,1035,13.76821192,6.826592335
7,7.5,7,0,8,1042,7.959692898,14,821,15,1005,14.97282609,7.013133189
7,7.5,8,0,9,1046,8.956022945,14,924,15,1059,14.56296296,5.606940018
7,7.5,8,0,9,1048,8.954198473,13,906,14,1015,13.86238532,4.908186848
7,7.5,7,0,8,1015,7.985221675,15,980,16,1006,15.76923077,7.784009094
7,7.5,9,0,10,1035,9.966183575,13,889,14,1021,13.84090909,3.874725516
